TABLE WeatherFileData_S901G,,,,,,,
ZipCode,County,State,CliZn,EnergyPriceID,WthrStationNum,;,WthrFileEPW
81630,Garfield County,CO,5B,12,725717,;,USA_CO_Rifle-Garfield.County.Rgnl.AP.725717_TMY3.epw
81631,Eagle County,CO,6B,14,724675,;,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw
81632,Eagle County,CO,6B,14,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81633,Moffat County,CO,6B,14,725760,;,USA_WY_Lander-Hunt.Field.725760_TMY3.epw
81635,Garfield County,CO,5B,12,725717,;,USA_CO_Rifle-Garfield.County.Rgnl.AP.725717_TMY3.epw
81637,Eagle County,CO,6B,14,724675,;,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw
81638,Moffat County,CO,6B,14,725700,;,USA_CO_Craig.Moffat.AP.725700_TMY3.epw
81639,Routt County,CO,7,15,725715,;,USA_CO_Hayden-Yampa.AWOS.725715_TMY3.epw
81640,Moffat County,CO,6B,14,725744,;,USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw
81641,Rio Blanco County,CO,6B,14,725700,;,USA_CO_Craig.Moffat.AP.725700_TMY3.epw
81642,Pitkin County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81643,Mesa County,CO,5B,12,724675,;,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw
81645,Eagle County,CO,6B,14,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81646,Mesa County,CO,5B,12,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81647,Garfield County,CO,5B,12,725717,;,USA_CO_Rifle-Garfield.County.Rgnl.AP.725717_TMY3.epw
81648,Rio Blanco County,CO,6B,14,725705,;,USA_UT_Vernal.AP.725705_TMY3.epw
81649,Eagle County,CO,6B,14,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81650,Rio Blanco County,CO,6B,14,725717,;,USA_CO_Rifle-Garfield.County.Rgnl.AP.725717_TMY3.epw
81652,Garfield County,CO,5B,12,725717,;,USA_CO_Rifle-Garfield.County.Rgnl.AP.725717_TMY3.epw
81653,Routt County,CO,7,15,725776,;,USA_WY_Jackson.Hole.AP.725776_TMY3.epw
81654,Pitkin County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81655,Eagle County,CO,6B,14,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81656,Pitkin County,CO,7,15,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
81657,Eagle County,CO,6B,14,724676,;,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3.epw
82063,Larimer County,CO,5B,12,725645,;,USA_WY_Laramie-General.Brees.Field.725645_TMY3.epw
83111,Caribou County,ID,6B,14,725776,;,USA_WY_Jackson.Hole.AP.725776_TMY3.epw
83120,Caribou County,ID,6B,14,725776,;,USA_WY_Jackson.Hole.AP.725776_TMY3.epw
83201,Bannock County,ID,6B,14,725780,;,USA_ID_Pocatello.Muni.AP.725780_TMY3.epw
83202,Bannock County,ID,6B,14,725780,;,USA_ID_Pocatello.Muni.AP.725780_TMY3.epw
