;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
100720,7.3759,1.7905,4.5245,7.2832,1.7905,4.5245,7.3433,1.7905,4.5245,7.3020,1.7905,4.5245,7.3514,1.7905,4.5245,7.6472,1.7923,4.5245,17.5113,1.7878,4.5245,7.5593,1.7923,4.5245,7.5314,1.7923,4.5245,7.5297,1.7923,4.5245,7.2916,1.7905,4.5245,7.2993,1.7905,4.5245,7.3381,1.7905,4.5245,7.5885,1.7923,4.5245,7.6080,1.7923,4.5245,7.9151,1.7923,4.5245
100721,7.3756,1.7905,4.5245,7.2829,1.7905,4.5245,7.3430,1.7905,4.5245,7.3017,1.7905,4.5245,7.3512,1.7905,4.5245,7.5151,1.7923,4.5245,16.1547,1.7878,4.5245,7.4273,1.7923,4.5245,7.3993,1.7923,4.5245,7.3976,1.7923,4.5245,7.2913,1.7905,4.5245,7.2990,1.7905,4.5245,7.3378,1.7905,4.5245,7.4564,1.7923,4.5245,7.4759,1.7923,4.5245,7.7830,1.7923,4.5245
100722,7.3069,1.7905,4.5245,7.2142,1.7905,4.5245,7.2743,1.7905,4.5245,7.2330,1.7905,4.5245,7.2825,1.7905,4.5245,7.1958,1.7923,4.5245,7.3323,1.7878,4.5245,7.1080,1.7923,4.5245,7.0800,1.7923,4.5245,7.0783,1.7923,4.5245,7.2226,1.7905,4.5245,7.2303,1.7905,4.5245,7.2691,1.7905,4.5245,7.1371,1.7923,4.5245,7.1566,1.7923,4.5245,7.4637,1.7923,4.5245
100723,7.1744,1.7905,4.5245,7.0817,1.7905,4.5245,7.1418,1.7905,4.5245,7.1005,1.7905,4.5245,7.1500,1.7905,4.5245,6.9725,1.7923,4.5245,7.1095,1.7878,4.5245,6.8847,1.7923,4.5245,6.8567,1.7923,4.5245,6.8551,1.7923,4.5245,7.0901,1.7905,4.5245,7.0978,1.7905,4.5245,7.1366,1.7905,4.5245,6.9139,1.7923,4.5245,6.9333,1.7923,4.5245,7.2405,1.7923,4.5245
100724,7.1741,1.7905,4.5245,7.0814,1.7905,4.5245,7.1415,1.7905,4.5245,7.1002,1.7905,4.5245,7.1497,1.7905,4.5245,6.9622,1.7923,4.5245,7.0991,1.7878,4.5245,6.8743,1.7923,4.5245,6.8464,1.7923,4.5245,6.8447,1.7923,4.5245,7.0898,1.7905,4.5245,7.0976,1.7905,4.5245,7.1363,1.7905,4.5245,6.9035,1.7923,4.5245,6.9230,1.7923,4.5245,7.2301,1.7923,4.5245
100801,7.3371,1.7905,4.5245,7.2443,1.7905,4.5245,7.3044,1.7905,4.5245,7.2632,1.7905,4.5245,7.3126,1.7905,4.5245,7.0943,1.7923,4.5245,7.2311,1.7878,4.5245,7.0065,1.7923,4.5245,6.9786,1.7923,4.5245,6.9769,1.7923,4.5245,7.2527,1.7905,4.5245,7.2605,1.7905,4.5245,7.2992,1.7905,4.5245,7.0357,1.7923,4.5245,7.0552,1.7923,4.5245,7.3623,1.7923,4.5245
100802,7.3261,1.7905,4.5245,7.2333,1.7905,4.5245,7.2934,1.7905,4.5245,7.2522,1.7905,4.5245,7.3016,1.7905,4.5245,7.0373,1.7923,4.5245,7.1741,1.7878,4.5245,6.9494,1.7923,4.5245,6.9215,1.7923,4.5245,6.9198,1.7923,4.5245,7.2417,1.7905,4.5245,7.2495,1.7905,4.5245,7.2882,1.7905,4.5245,6.9786,1.7923,4.5245,6.9981,1.7923,4.5245,7.3052,1.7923,4.5245
100803,7.2863,1.7905,4.5245,7.1935,1.7905,4.5245,7.2536,1.7905,4.5245,7.2124,1.7905,4.5245,7.2618,1.7905,4.5245,6.9857,1.7923,4.5245,7.1226,1.7878,4.5245,6.8979,1.7923,4.5245,6.8699,1.7923,4.5245,6.8682,1.7923,4.5245,7.2019,1.7905,4.5245,7.2097,1.7905,4.5245,7.2484,1.7905,4.5245,6.9270,1.7923,4.5245,6.9465,1.7923,4.5245,7.2536,1.7923,4.5245
100804,7.2664,1.7905,4.5245,7.1736,1.7905,4.5245,7.2337,1.7905,4.5245,7.1925,1.7905,4.5245,7.2419,1.7905,4.5245,6.9652,1.7923,4.5245,7.1022,1.7878,4.5245,6.8774,1.7923,4.5245,6.8495,1.7923,4.5245,6.8478,1.7923,4.5245,7.1820,1.7905,4.5245,7.1898,1.7905,4.5245,7.2285,1.7905,4.5245,6.9066,1.7923,4.5245,6.9260,1.7923,4.5245,7.2332,1.7923,4.5245
100805,7.3174,1.7905,4.5245,7.2247,1.7905,4.5245,7.2848,1.7905,4.5245,7.2435,1.7905,4.5245,7.2930,1.7905,4.5245,7.0115,1.7923,4.5245,7.1483,1.7878,4.5245,6.9236,1.7923,4.5245,6.8957,1.7923,4.5245,6.8940,1.7923,4.5245,7.2331,1.7905,4.5245,7.2408,1.7905,4.5245,7.2796,1.7905,4.5245,6.9528,1.7923,4.5245,6.9723,1.7923,4.5245,7.2794,1.7923,4.5245
100806,7.3355,1.7905,4.5245,7.2427,1.7905,4.5245,7.3028,1.7905,4.5245,7.2616,1.7905,4.5245,7.3110,1.7905,4.5245,7.0541,1.7923,4.5245,7.1909,1.7878,4.5245,6.9663,1.7923,4.5245,6.9384,1.7923,4.5245,6.9367,1.7923,4.5245,7.2512,1.7905,4.5245,7.2589,1.7905,4.5245,7.2976,1.7905,4.5245,6.9955,1.7923,4.5245,7.0150,1.7923,4.5245,7.3221,1.7923,4.5245
100807,7.3411,1.7905,4.5245,7.2484,1.7905,4.5245,7.3085,1.7905,4.5245,7.2672,1.7905,4.5245,7.3166,1.7905,4.5245,7.1243,1.7923,4.5245,7.2610,1.7878,4.5245,7.0365,1.7923,4.5245,7.0086,1.7923,4.5245,7.0069,1.7923,4.5245,7.2568,1.7905,4.5245,7.2645,1.7905,4.5245,7.3033,1.7905,4.5245,7.0657,1.7923,4.5245,7.0852,1.7923,4.5245,7.3923,1.7923,4.5245
100808,7.3923,1.7905,4.5245,7.2996,1.7905,4.5245,7.3597,1.7905,4.5245,7.3184,1.7905,4.5245,7.3678,1.7905,4.5245,7.1220,1.7923,4.5245,7.2618,1.7878,4.5245,7.0341,1.7923,4.5245,7.0062,1.7923,4.5245,7.0045,1.7923,4.5245,7.3080,1.7905,4.5245,7.3157,1.7905,4.5245,7.3545,1.7905,4.5245,7.0633,1.7923,4.5245,7.0828,1.7923,4.5245,7.3899,1.7923,4.5245
100809,7.1648,1.7905,4.5245,7.0720,1.7905,4.5245,7.1321,1.7905,4.5245,7.0909,1.7905,4.5245,7.1403,1.7905,4.5245,6.8003,1.7923,4.5245,6.9404,1.7878,4.5245,6.7125,1.7923,4.5245,6.6845,1.7923,4.5245,6.6828,1.7923,4.5245,7.0805,1.7905,4.5245,7.0882,1.7905,4.5245,7.1269,1.7905,4.5245,6.7416,1.7923,4.5245,6.7611,1.7923,4.5245,7.0682,1.7923,4.5245
100810,7.0138,1.7905,4.5245,6.9210,1.7905,4.5245,6.9811,1.7905,4.5245,6.9399,1.7905,4.5245,6.9893,1.7905,4.5245,6.5999,1.7923,4.5245,6.7402,1.7878,4.5245,6.5121,1.7923,4.5245,6.4841,1.7923,4.5245,6.4824,1.7923,4.5245,6.9294,1.7905,4.5245,6.9372,1.7905,4.5245,6.9759,1.7905,4.5245,6.5412,1.7923,4.5245,6.5607,1.7923,4.5245,6.8678,1.7923,4.5245
100811,6.9552,1.7905,4.5245,6.8624,1.7905,4.5245,6.9225,1.7905,4.5245,6.8813,1.7905,4.5245,6.9307,1.7905,4.5245,6.4929,1.7923,4.5245,6.6334,1.7878,4.5245,6.4051,1.7923,4.5245,6.3772,1.7923,4.5245,6.3755,1.7923,4.5245,6.8708,1.7905,4.5245,6.8786,1.7905,4.5245,6.9173,1.7905,4.5245,6.4343,1.7923,4.5245,6.4538,1.7923,4.5245,6.7609,1.7923,4.5245
100812,6.7768,1.7905,4.5245,6.6841,1.7905,4.5245,6.7442,1.7905,4.5245,6.7029,1.7905,4.5245,6.7524,1.7905,4.5245,6.4924,1.7923,4.5245,6.6329,1.7878,4.5245,6.4046,1.7923,4.5245,6.3767,1.7923,4.5245,6.3750,1.7923,4.5245,6.6925,1.7905,4.5245,6.7002,1.7905,4.5245,6.7390,1.7905,4.5245,6.4338,1.7923,4.5245,6.4533,1.7923,4.5245,6.7604,1.7923,4.5245
100813,6.7654,1.7905,4.5245,6.6726,1.7905,4.5245,6.7327,1.7905,4.5245,6.6915,1.7905,4.5245,6.7409,1.7905,4.5245,6.5018,1.7923,4.5245,6.6422,1.7878,4.5245,6.4139,1.7923,4.5245,6.3860,1.7923,4.5245,6.3843,1.7923,4.5245,6.6810,1.7905,4.5245,6.6888,1.7905,4.5245,6.7275,1.7905,4.5245,6.4431,1.7923,4.5245,6.4626,1.7923,4.5245,6.7697,1.7923,4.5245
100814,6.9582,1.7905,4.5245,6.8654,1.7905,4.5245,6.9255,1.7905,4.5245,6.8843,1.7905,4.5245,6.9337,1.7905,4.5245,6.7421,1.7923,4.5245,25.3347,1.7878,4.5245,6.6543,1.7923,4.5245,6.6263,1.7923,4.5245,6.6247,1.7923,4.5245,6.8739,1.7905,4.5245,6.8816,1.7905,4.5245,6.9204,1.7905,4.5245,6.6835,1.7923,4.5245,6.7029,1.7923,4.5245,7.0101,1.7923,4.5245
100815,7.0053,1.7905,4.5245,6.9126,1.7905,4.5245,6.9727,1.7905,4.5245,6.9314,1.7905,4.5245,6.9809,1.7905,4.5245,6.7657,1.7923,4.5245,24.7497,1.7878,4.5245,6.6779,1.7923,4.5245,6.6499,1.7923,4.5245,6.6482,1.7923,4.5245,6.9210,1.7905,4.5245,6.9287,1.7905,4.5245,6.9675,1.7905,4.5245,6.7070,1.7923,4.5245,6.7265,1.7923,4.5245,7.0336,1.7923,4.5245
100816,7.3215,1.7905,4.5245,7.2288,1.7905,4.5245,7.2889,1.7905,4.5245,7.2476,1.7905,4.5245,7.2971,1.7905,4.5245,7.3820,1.7923,4.5245,28.8290,1.7878,4.5245,6.9016,1.7923,4.5245,6.8737,1.7923,4.5245,6.8720,1.7923,4.5245,7.2372,1.7905,4.5245,7.2449,1.7905,4.5245,7.2837,1.7905,4.5245,6.9308,1.7923,4.5245,6.9503,1.7923,4.5245,7.2574,1.7923,4.5245
100817,7.3895,1.7905,4.5245,7.2968,1.7905,4.5245,7.3569,1.7905,4.5245,7.3156,1.7905,4.5245,7.3651,1.7905,4.5245,7.1078,1.7923,4.5245,19.1529,1.7878,4.5245,7.0200,1.7923,4.5245,6.9920,1.7923,4.5245,6.9903,1.7923,4.5245,7.3052,1.7905,4.5245,7.3130,1.7905,4.5245,7.3517,1.7905,4.5245,7.0491,1.7923,4.5245,7.0686,1.7923,4.5245,7.3757,1.7923,4.5245
100818,7.5660,1.7905,4.5245,7.4733,1.7905,4.5245,7.5334,1.7905,4.5245,7.4921,1.7905,4.5245,7.5416,1.7905,4.5245,7.3711,1.7923,4.5245,7.5130,1.7878,4.5245,7.2833,1.7923,4.5245,7.2554,1.7923,4.5245,7.2537,1.7923,4.5245,7.4817,1.7905,4.5245,7.4894,1.7905,4.5245,7.5282,1.7905,4.5245,7.3125,1.7923,4.5245,7.3320,1.7923,4.5245,7.6391,1.7923,4.5245
100819,7.5662,1.7905,4.5245,7.4734,1.7905,4.5245,7.5335,1.7905,4.5245,7.4922,1.7905,4.5245,7.5417,1.7905,4.5245,7.6382,1.7923,4.5245,7.7801,1.7878,4.5245,7.5504,1.7923,4.5245,7.5224,1.7923,4.5245,7.5207,1.7923,4.5245,7.4818,1.7905,4.5245,7.4896,1.7905,4.5245,7.5283,1.7905,4.5245,7.5795,1.7923,4.5245,7.5990,1.7923,4.5245,7.9061,1.7923,4.5245
100820,7.5788,1.7905,4.5245,7.4860,1.7905,4.5245,7.5461,1.7905,4.5245,7.5049,1.7905,4.5245,7.5543,1.7905,4.5245,7.6398,1.7923,4.5245,7.8323,1.7878,4.5245,7.5519,1.7923,4.5245,7.5240,1.7923,4.5245,7.5223,1.7923,4.5245,7.4944,1.7905,4.5245,7.5022,1.7905,4.5245,7.5409,1.7905,4.5245,7.5811,1.7923,4.5245,7.6006,1.7923,4.5245,7.9077,1.7923,4.5245
100821,7.5788,1.7905,4.5245,7.4861,1.7905,4.5245,7.5462,1.7905,4.5245,7.5049,1.7905,4.5245,7.5544,1.7905,4.5245,7.5272,1.7923,4.5245,9.3587,1.7878,4.5245,7.4394,1.7923,4.5245,7.4115,1.7923,4.5245,7.4098,1.7923,4.5245,7.4945,1.7905,4.5245,7.5022,1.7905,4.5245,7.5410,1.7905,4.5245,7.4686,1.7923,4.5245,7.4880,1.7923,4.5245,7.7952,1.7923,4.5245
100822,7.5247,1.7905,4.5245,7.4320,1.7905,4.5245,7.4921,1.7905,4.5245,7.4508,1.7905,4.5245,7.5003,1.7905,4.5245,7.3675,1.7923,4.5245,7.5037,1.7878,4.5245,7.2797,1.7923,4.5245,7.2517,1.7923,4.5245,7.2500,1.7923,4.5245,7.4404,1.7905,4.5245,7.4482,1.7905,4.5245,7.4869,1.7905,4.5245,7.3089,1.7923,4.5245,7.3283,1.7923,4.5245,7.6355,1.7923,4.5245
100823,7.3671,1.7905,4.5245,7.2743,1.7905,4.5245,7.3344,1.7905,4.5245,7.2932,1.7905,4.5245,7.3426,1.7905,4.5245,7.1531,1.7923,4.5245,7.2897,1.7878,4.5245,7.0653,1.7923,4.5245,7.0373,1.7923,4.5245,7.0357,1.7923,4.5245,7.2827,1.7905,4.5245,7.2905,1.7905,4.5245,7.3292,1.7905,4.5245,7.0945,1.7923,4.5245,7.1139,1.7923,4.5245,7.4211,1.7923,4.5245
100824,7.3437,1.7905,4.5245,7.2509,1.7905,4.5245,7.3110,1.7905,4.5245,7.2698,1.7905,4.5245,7.3192,1.7905,4.5245,7.1040,1.7923,4.5245,7.2407,1.7878,4.5245,7.0162,1.7923,4.5245,6.9882,1.7923,4.5245,6.9865,1.7923,4.5245,7.2593,1.7905,4.5245,7.2671,1.7905,4.5245,7.3058,1.7905,4.5245,7.0453,1.7923,4.5245,7.0648,1.7923,4.5245,7.3719,1.7923,4.5245
100901,7.3568,1.7905,4.5245,7.2640,1.7905,4.5245,7.3241,1.7905,4.5245,7.2829,1.7905,4.5245,7.3323,1.7905,4.5245,7.0564,1.7923,4.5245,7.1931,1.7878,4.5245,6.9685,1.7923,4.5245,6.9406,1.7923,4.5245,6.9389,1.7923,4.5245,7.2724,1.7905,4.5245,7.2802,1.7905,4.5245,7.3189,1.7905,4.5245,6.9977,1.7923,4.5245,7.0172,1.7923,4.5245,7.3243,1.7923,4.5245
100902,7.2381,1.7905,4.5245,7.1454,1.7905,4.5245,7.2055,1.7905,4.5245,7.1642,1.7905,4.5245,7.2137,1.7905,4.5245,6.9450,1.7923,4.5245,7.0820,1.7878,4.5245,6.8572,1.7923,4.5245,6.8293,1.7923,4.5245,6.8276,1.7923,4.5245,7.1538,1.7905,4.5245,7.1615,1.7905,4.5245,7.2003,1.7905,4.5245,6.8864,1.7923,4.5245,6.9059,1.7923,4.5245,7.2130,1.7923,4.5245
100903,7.2325,1.7905,4.5245,7.1397,1.7905,4.5245,7.1998,1.7905,4.5245,7.1586,1.7905,4.5245,7.2080,1.7905,4.5245,6.9372,1.7923,4.5245,7.0742,1.7878,4.5245,6.8494,1.7923,4.5245,6.8214,1.7923,4.5245,6.8197,1.7923,4.5245,7.1482,1.7905,4.5245,7.1559,1.7905,4.5245,7.1947,1.7905,4.5245,6.8785,1.7923,4.5245,6.8980,1.7923,4.5245,7.2051,1.7923,4.5245
100904,7.2309,1.7905,4.5245,7.1381,1.7905,4.5245,7.1982,1.7905,4.5245,7.1570,1.7905,4.5245,7.2064,1.7905,4.5245,6.9315,1.7923,4.5245,7.0686,1.7878,4.5245,6.8437,1.7923,4.5245,6.8158,1.7923,4.5245,6.8141,1.7923,4.5245,7.1465,1.7905,4.5245,7.1543,1.7905,4.5245,7.1930,1.7905,4.5245,6.8729,1.7923,4.5245,6.8924,1.7923,4.5245,7.1995,1.7923,4.5245
100905,7.2406,1.7905,4.5245,7.1478,1.7905,4.5245,7.2079,1.7905,4.5245,7.1667,1.7905,4.5245,7.2161,1.7905,4.5245,6.9432,1.7923,4.5245,7.0802,1.7878,4.5245,6.8553,1.7923,4.5245,6.8274,1.7923,4.5245,6.8257,1.7923,4.5245,7.1563,1.7905,4.5245,7.1640,1.7905,4.5245,7.2028,1.7905,4.5245,6.8845,1.7923,4.5245,6.9040,1.7923,4.5245,7.2111,1.7923,4.5245
100906,7.3585,1.7905,4.5245,7.2657,1.7905,4.5245,7.3258,1.7905,4.5245,7.2846,1.7905,4.5245,7.3340,1.7905,4.5245,7.0555,1.7923,4.5245,7.1923,1.7878,4.5245,6.9677,1.7923,4.5245,6.9398,1.7923,4.5245,6.9381,1.7923,4.5245,7.2741,1.7905,4.5245,7.2819,1.7905,4.5245,7.3206,1.7905,4.5245,6.9969,1.7923,4.5245,7.0164,1.7923,4.5245,7.3235,1.7923,4.5245
100907,7.5083,1.7905,4.5245,7.4155,1.7905,4.5245,7.4756,1.7905,4.5245,7.4344,1.7905,4.5245,7.4838,1.7905,4.5245,7.2313,1.7923,4.5245,7.3677,1.7878,4.5245,7.1435,1.7923,4.5245,7.1155,1.7923,4.5245,7.1138,1.7923,4.5245,7.4239,1.7905,4.5245,7.4317,1.7905,4.5245,7.4704,1.7905,4.5245,7.1726,1.7923,4.5245,7.1921,1.7923,4.5245,7.4992,1.7923,4.5245
100908,7.5626,1.7905,4.5245,7.4699,1.7905,4.5245,7.5300,1.7905,4.5245,7.4887,1.7905,4.5245,7.5382,1.7905,4.5245,7.2541,1.7923,4.5245,7.3939,1.7878,4.5245,7.1663,1.7923,4.5245,7.1383,1.7923,4.5245,7.1367,1.7923,4.5245,7.4783,1.7905,4.5245,7.4861,1.7905,4.5245,7.5248,1.7905,4.5245,7.1955,1.7923,4.5245,7.2149,1.7923,4.5245,7.5221,1.7923,4.5245
100909,7.0147,1.7905,4.5245,6.9219,1.7905,4.5245,6.9820,1.7905,4.5245,6.9408,1.7905,4.5245,6.9902,1.7905,4.5245,6.4800,1.7923,4.5245,6.6204,1.7878,4.5245,6.3921,1.7923,4.5245,6.3642,1.7923,4.5245,6.3625,1.7923,4.5245,6.9303,1.7905,4.5245,6.9381,1.7905,4.5245,6.9768,1.7905,4.5245,6.4213,1.7923,4.5245,6.4408,1.7923,4.5245,6.7479,1.7923,4.5245
100910,6.7786,1.7905,4.5245,6.6859,1.7905,4.5245,6.7460,1.7905,4.5245,6.7047,1.7905,4.5245,6.7542,1.7905,4.5245,6.3398,1.7923,4.5245,6.4804,1.7878,4.5245,6.2520,1.7923,4.5245,6.2240,1.7923,4.5245,6.2224,1.7923,4.5245,6.6943,1.7905,4.5245,6.7020,1.7905,4.5245,6.7408,1.7905,4.5245,6.2812,1.7923,4.5245,6.3006,1.7923,4.5245,6.6078,1.7923,4.5245
100911,6.7197,1.7905,4.5245,6.6269,1.7905,4.5245,6.6870,1.7905,4.5245,6.6457,1.7905,4.5245,6.6952,1.7905,4.5245,6.3109,1.7923,4.5245,6.4515,1.7878,4.5245,6.2230,1.7923,4.5245,6.1951,1.7923,4.5245,6.1934,1.7923,4.5245,6.6353,1.7905,4.5245,6.6431,1.7905,4.5245,6.6818,1.7905,4.5245,6.2522,1.7923,4.5245,6.2717,1.7923,4.5245,6.5788,1.7923,4.5245
100912,6.7205,1.7905,4.5245,6.6277,1.7905,4.5245,6.6878,1.7905,4.5245,6.6465,1.7905,4.5245,6.6960,1.7905,4.5245,6.3341,1.7923,4.5245,6.4747,1.7878,4.5245,6.2463,1.7923,4.5245,6.2183,1.7923,4.5245,6.2166,1.7923,4.5245,6.6361,1.7905,4.5245,6.6439,1.7905,4.5245,6.6826,1.7905,4.5245,6.2754,1.7923,4.5245,6.2949,1.7923,4.5245,6.6020,1.7923,4.5245
100913,6.7636,1.7905,4.5245,6.6709,1.7905,4.5245,6.7310,1.7905,4.5245,6.6897,1.7905,4.5245,6.7391,1.7905,4.5245,6.3756,1.7923,4.5245,6.5162,1.7878,4.5245,6.2878,1.7923,4.5245,6.2599,1.7923,4.5245,6.2582,1.7923,4.5245,6.6793,1.7905,4.5245,6.6870,1.7905,4.5245,6.7258,1.7905,4.5245,6.3170,1.7923,4.5245,6.3364,1.7923,4.5245,6.6436,1.7923,4.5245
100914,6.9392,1.7905,4.5245,6.8465,1.7905,4.5245,6.9066,1.7905,4.5245,6.8653,1.7905,4.5245,6.9147,1.7905,4.5245,6.6805,1.7923,4.5245,6.8224,1.7878,4.5245,6.5927,1.7923,4.5245,6.5647,1.7923,4.5245,6.5630,1.7923,4.5245,6.8549,1.7905,4.5245,6.8626,1.7905,4.5245,6.9014,1.7905,4.5245,6.6219,1.7923,4.5245,6.6413,1.7923,4.5245,6.9484,1.7923,4.5245
100915,7.1119,1.7905,4.5245,7.0192,1.7905,4.5245,7.0793,1.7905,4.5245,7.0380,1.7905,4.5245,7.0875,1.7905,4.5245,6.8236,1.7923,4.5245,6.9655,1.7878,4.5245,6.7358,1.7923,4.5245,6.7078,1.7923,4.5245,6.7062,1.7923,4.5245,7.0276,1.7905,4.5245,7.0353,1.7905,4.5245,7.0741,1.7905,4.5245,6.7650,1.7923,4.5245,6.7844,1.7923,4.5245,7.0916,1.7923,4.5245
100916,7.2977,1.7905,4.5245,7.2050,1.7905,4.5245,7.2651,1.7905,4.5245,7.2238,1.7905,4.5245,7.2733,1.7905,4.5245,7.0544,1.7923,4.5245,7.1963,1.7878,4.5245,6.9666,1.7923,4.5245,6.9387,1.7923,4.5245,6.9370,1.7923,4.5245,7.2134,1.7905,4.5245,7.2212,1.7905,4.5245,7.2599,1.7905,4.5245,6.9958,1.7923,4.5245,7.0152,1.7923,4.5245,7.3224,1.7923,4.5245
100917,7.5587,1.7905,4.5245,7.4660,1.7905,4.5245,7.5261,1.7905,4.5245,7.4848,1.7905,4.5245,7.5342,1.7905,4.5245,7.3005,1.7923,4.5245,7.4423,1.7878,4.5245,7.2127,1.7923,4.5245,7.1847,1.7923,4.5245,7.1830,1.7923,4.5245,7.4744,1.7905,4.5245,7.4821,1.7905,4.5245,7.5209,1.7905,4.5245,7.2418,1.7923,4.5245,7.2613,1.7923,4.5245,7.5684,1.7923,4.5245
100918,7.7374,1.7905,4.5245,7.6447,1.7905,4.5245,7.7048,1.7905,4.5245,7.6635,1.7905,4.5245,7.7130,1.7905,4.5245,7.5401,1.7923,4.5245,7.6819,1.7878,4.5245,7.4522,1.7923,4.5245,7.4243,1.7923,4.5245,7.4226,1.7923,4.5245,7.6531,1.7905,4.5245,7.6608,1.7905,4.5245,7.6996,1.7905,4.5245,7.4814,1.7923,4.5245,7.5009,1.7923,4.5245,7.8080,1.7923,4.5245
100919,7.7391,1.7905,4.5245,7.6464,1.7905,4.5245,7.7065,1.7905,4.5245,7.6652,1.7905,4.5245,7.7147,1.7905,4.5245,7.9406,1.7923,4.5245,8.0825,1.7878,4.5245,7.8528,1.7923,4.5245,7.8249,1.7923,4.5245,7.8232,1.7923,4.5245,7.6548,1.7905,4.5245,7.6625,1.7905,4.5245,7.7013,1.7905,4.5245,7.8820,1.7923,4.5245,7.9015,1.7923,4.5245,8.2086,1.7923,4.5245
100920,7.7534,1.7905,4.5245,7.6607,1.7905,4.5245,7.7208,1.7905,4.5245,7.6795,1.7905,4.5245,7.7290,1.7905,4.5245,7.9275,1.7923,4.5245,8.0668,1.7878,4.5245,7.8397,1.7923,4.5245,7.8118,1.7923,4.5245,7.8101,1.7923,4.5245,7.6691,1.7905,4.5245,7.6769,1.7905,4.5245,7.7156,1.7905,4.5245,7.8689,1.7923,4.5245,7.8883,1.7923,4.5245,8.1955,1.7923,4.5245
100921,7.7530,1.7905,4.5245,7.6603,1.7905,4.5245,7.7204,1.7905,4.5245,7.6791,1.7905,4.5245,7.7285,1.7905,4.5245,7.9125,1.7923,4.5245,8.0518,1.7878,4.5245,7.8247,1.7923,4.5245,7.7967,1.7923,4.5245,7.7950,1.7923,4.5245,7.6687,1.7905,4.5245,7.6764,1.7905,4.5245,7.7152,1.7905,4.5245,7.8538,1.7923,4.5245,7.8733,1.7923,4.5245,8.1804,1.7923,4.5245
100922,7.6908,1.7905,4.5245,7.5981,1.7905,4.5245,7.6582,1.7905,4.5245,7.6169,1.7905,4.5245,7.6664,1.7905,4.5245,7.6552,1.7923,4.5245,7.7908,1.7878,4.5245,7.5674,1.7923,4.5245,7.5394,1.7923,4.5245,7.5377,1.7923,4.5245,7.6065,1.7905,4.5245,7.6142,1.7905,4.5245,7.6530,1.7905,4.5245,7.5966,1.7923,4.5245,7.6160,1.7923,4.5245,7.9232,1.7923,4.5245
100923,7.6718,1.7905,4.5245,7.5791,1.7905,4.5245,7.6392,1.7905,4.5245,7.5979,1.7905,4.5245,7.6474,1.7905,4.5245,7.4545,1.7923,4.5245,7.5905,1.7878,4.5245,7.3667,1.7923,4.5245,7.3388,1.7923,4.5245,7.3371,1.7923,4.5245,7.5875,1.7905,4.5245,7.5952,1.7905,4.5245,7.6340,1.7905,4.5245,7.3959,1.7923,4.5245,7.4153,1.7923,4.5245,7.7225,1.7923,4.5245
100924,7.5426,1.7905,4.5245,7.4499,1.7905,4.5245,7.5100,1.7905,4.5245,7.4687,1.7905,4.5245,7.5182,1.7905,4.5245,7.3279,1.7923,4.5245,7.4642,1.7878,4.5245,7.2401,1.7923,4.5245,7.2121,1.7923,4.5245,7.2105,1.7923,4.5245,7.4583,1.7905,4.5245,7.4660,1.7905,4.5245,7.5048,1.7905,4.5245,7.2693,1.7923,4.5245,7.2887,1.7923,4.5245,7.5959,1.7923,4.5245
101001,7.4744,1.7905,4.5245,7.3816,1.7905,4.5245,7.4417,1.7905,4.5245,7.4005,1.7905,4.5245,7.4499,1.7905,4.5245,7.2572,1.7923,4.5245,7.3936,1.7878,4.5245,7.1694,1.7923,4.5245,7.1414,1.7923,4.5245,7.1398,1.7923,4.5245,7.3900,1.7905,4.5245,7.3978,1.7905,4.5245,7.4365,1.7905,4.5245,7.1986,1.7923,4.5245,7.2180,1.7923,4.5245,7.5252,1.7923,4.5245
