;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
51621,7.3667,1.8212,4.3020,7.2739,1.8212,4.3020,7.3340,1.8212,4.3020,7.2928,1.8212,4.3020,7.3422,1.8212,4.3020,7.8037,1.8225,4.3020,7.9388,1.8181,4.3020,7.7159,1.8225,4.3020,7.6880,1.8225,4.3020,7.6863,1.8225,4.3020,7.2823,1.8212,4.3020,7.2901,1.8212,4.3020,7.3288,1.8212,4.3020,7.7451,1.8225,4.3020,7.7645,1.8225,4.3020,8.0717,1.8225,4.3020
51622,7.3518,1.8212,4.3020,7.2590,1.8212,4.3020,7.3191,1.8212,4.3020,7.2779,1.8212,4.3020,7.3273,1.8212,4.3020,7.4667,1.8225,4.3020,7.6025,1.8181,4.3020,7.3789,1.8225,4.3020,7.3509,1.8225,4.3020,7.3492,1.8225,4.3020,7.2675,1.8212,4.3020,7.2752,1.8212,4.3020,7.3140,1.8212,4.3020,7.4080,1.8225,4.3020,7.4275,1.8225,4.3020,7.7346,1.8225,4.3020
51623,7.3396,1.8212,4.3020,7.2468,1.8212,4.3020,7.3069,1.8212,4.3020,7.2657,1.8212,4.3020,7.3151,1.8212,4.3020,7.2173,1.8225,4.3020,7.3536,1.8181,4.3020,7.1295,1.8225,4.3020,7.1015,1.8225,4.3020,7.0998,1.8225,4.3020,7.2552,1.8212,4.3020,7.2630,1.8212,4.3020,7.3017,1.8212,4.3020,7.1587,1.8225,4.3020,7.1781,1.8225,4.3020,7.4853,1.8225,4.3020
51624,7.2628,1.8212,4.3020,7.1701,1.8212,4.3020,7.2302,1.8212,4.3020,7.1889,1.8212,4.3020,7.2384,1.8212,4.3020,7.1057,1.8225,4.3020,7.2423,1.8181,4.3020,7.0179,1.8225,4.3020,6.9899,1.8225,4.3020,6.9883,1.8225,4.3020,7.1785,1.8212,4.3020,7.1862,1.8212,4.3020,7.2250,1.8212,4.3020,7.0471,1.8225,4.3020,7.0665,1.8225,4.3020,7.3737,1.8225,4.3020
51701,7.3525,1.8212,4.3020,7.2598,1.8212,4.3020,7.3199,1.8212,4.3020,7.2786,1.8212,4.3020,7.3281,1.8212,4.3020,7.1047,1.8225,4.3020,7.2412,1.8181,4.3020,7.0169,1.8225,4.3020,6.9889,1.8225,4.3020,6.9872,1.8225,4.3020,7.2682,1.8212,4.3020,7.2759,1.8212,4.3020,7.3147,1.8212,4.3020,7.0460,1.8225,4.3020,7.0655,1.8225,4.3020,7.3726,1.8225,4.3020
51702,7.3523,1.8212,4.3020,7.2596,1.8212,4.3020,7.3197,1.8212,4.3020,7.2784,1.8212,4.3020,7.3279,1.8212,4.3020,7.0491,1.8225,4.3020,7.1858,1.8181,4.3020,6.9613,1.8225,4.3020,6.9333,1.8225,4.3020,6.9316,1.8225,4.3020,7.2680,1.8212,4.3020,7.2757,1.8212,4.3020,7.3145,1.8212,4.3020,6.9904,1.8225,4.3020,7.0099,1.8225,4.3020,7.3170,1.8225,4.3020
51703,7.3521,1.8212,4.3020,7.2593,1.8212,4.3020,7.3194,1.8212,4.3020,7.2782,1.8212,4.3020,7.3276,1.8212,4.3020,7.0316,1.8225,4.3020,7.1683,1.8181,4.3020,6.9438,1.8225,4.3020,6.9159,1.8225,4.3020,6.9142,1.8225,4.3020,7.2678,1.8212,4.3020,7.2755,1.8212,4.3020,7.3142,1.8212,4.3020,6.9730,1.8225,4.3020,6.9924,1.8225,4.3020,7.2996,1.8225,4.3020
51704,7.3520,1.8212,4.3020,7.2593,1.8212,4.3020,7.3194,1.8212,4.3020,7.2781,1.8212,4.3020,7.3276,1.8212,4.3020,7.0349,1.8225,4.3020,7.1716,1.8181,4.3020,6.9471,1.8225,4.3020,6.9192,1.8225,4.3020,6.9175,1.8225,4.3020,7.2677,1.8212,4.3020,7.2754,1.8212,4.3020,7.3142,1.8212,4.3020,6.9763,1.8225,4.3020,6.9958,1.8225,4.3020,7.3029,1.8225,4.3020
51705,7.3520,1.8212,4.3020,7.2592,1.8212,4.3020,7.3193,1.8212,4.3020,7.2781,1.8212,4.3020,7.3275,1.8212,4.3020,7.0361,1.8225,4.3020,7.1728,1.8181,4.3020,6.9483,1.8225,4.3020,6.9204,1.8225,4.3020,6.9187,1.8225,4.3020,7.2676,1.8212,4.3020,7.2754,1.8212,4.3020,7.3141,1.8212,4.3020,6.9775,1.8225,4.3020,6.9970,1.8225,4.3020,7.3041,1.8225,4.3020
51706,7.3520,1.8212,4.3020,7.2593,1.8212,4.3020,7.3194,1.8212,4.3020,7.2781,1.8212,4.3020,7.3275,1.8212,4.3020,7.0439,1.8225,4.3020,7.1806,1.8181,4.3020,6.9561,1.8225,4.3020,6.9281,1.8225,4.3020,6.9264,1.8225,4.3020,7.2677,1.8212,4.3020,7.2754,1.8212,4.3020,7.3142,1.8212,4.3020,6.9853,1.8225,4.3020,7.0047,1.8225,4.3020,7.3119,1.8225,4.3020
51707,7.3520,1.8212,4.3020,7.2592,1.8212,4.3020,7.3193,1.8212,4.3020,7.2781,1.8212,4.3020,7.3275,1.8212,4.3020,7.0385,1.8225,4.3020,7.1752,1.8181,4.3020,6.9507,1.8225,4.3020,6.9228,1.8225,4.3020,6.9211,1.8225,4.3020,7.2676,1.8212,4.3020,7.2754,1.8212,4.3020,7.3141,1.8212,4.3020,6.9799,1.8225,4.3020,6.9994,1.8225,4.3020,7.3065,1.8225,4.3020
51708,7.3522,1.8212,4.3020,7.2594,1.8212,4.3020,7.3195,1.8212,4.3020,7.2782,1.8212,4.3020,7.3277,1.8212,4.3020,6.9417,1.8225,4.3020,7.0786,1.8181,4.3020,6.8539,1.8225,4.3020,6.8259,1.8225,4.3020,6.8242,1.8225,4.3020,7.2678,1.8212,4.3020,7.2756,1.8212,4.3020,7.3143,1.8212,4.3020,6.8830,1.8225,4.3020,6.9025,1.8225,4.3020,7.2096,1.8225,4.3020
51709,7.3416,1.8212,4.3020,7.2489,1.8212,4.3020,7.3090,1.8212,4.3020,7.2677,1.8212,4.3020,7.3172,1.8212,4.3020,6.7868,1.8225,4.3020,6.9241,1.8181,4.3020,6.6990,1.8225,4.3020,6.6711,1.8225,4.3020,6.6694,1.8225,4.3020,7.2573,1.8212,4.3020,7.2650,1.8212,4.3020,7.3038,1.8212,4.3020,6.7282,1.8225,4.3020,6.7477,1.8225,4.3020,7.0548,1.8225,4.3020
51710,7.3170,1.8212,4.3020,7.2243,1.8212,4.3020,7.2844,1.8212,4.3020,7.2431,1.8212,4.3020,7.2925,1.8212,4.3020,6.7744,1.8225,4.3020,6.9118,1.8181,4.3020,6.6866,1.8225,4.3020,6.6587,1.8225,4.3020,6.6570,1.8225,4.3020,7.2327,1.8212,4.3020,7.2404,1.8212,4.3020,7.2792,1.8212,4.3020,6.7158,1.8225,4.3020,6.7353,1.8225,4.3020,7.0424,1.8225,4.3020
51711,7.3159,1.8212,4.3020,7.2232,1.8212,4.3020,7.2833,1.8212,4.3020,7.2420,1.8212,4.3020,7.2914,1.8212,4.3020,6.7741,1.8225,4.3020,6.9114,1.8181,4.3020,6.6863,1.8225,4.3020,6.6583,1.8225,4.3020,6.6566,1.8225,4.3020,7.2316,1.8212,4.3020,7.2393,1.8212,4.3020,7.2781,1.8212,4.3020,6.7155,1.8225,4.3020,6.7349,1.8225,4.3020,7.0420,1.8225,4.3020
51712,7.3180,1.8212,4.3020,7.2253,1.8212,4.3020,7.2854,1.8212,4.3020,7.2441,1.8212,4.3020,7.2936,1.8212,4.3020,6.8833,1.8225,4.3020,7.0204,1.8181,4.3020,6.7955,1.8225,4.3020,6.7675,1.8225,4.3020,6.7659,1.8225,4.3020,7.2337,1.8212,4.3020,7.2415,1.8212,4.3020,7.2802,1.8212,4.3020,6.8247,1.8225,4.3020,6.8441,1.8225,4.3020,7.1513,1.8225,4.3020
51713,7.3196,1.8212,4.3020,7.2268,1.8212,4.3020,7.2869,1.8212,4.3020,7.2457,1.8212,4.3020,7.2951,1.8212,4.3020,6.8957,1.8225,4.3020,7.0328,1.8181,4.3020,6.8079,1.8225,4.3020,6.7800,1.8225,4.3020,6.7783,1.8225,4.3020,7.2352,1.8212,4.3020,7.2430,1.8212,4.3020,7.2817,1.8212,4.3020,6.8371,1.8225,4.3020,6.8566,1.8225,4.3020,7.1637,1.8225,4.3020
51714,7.3350,1.8212,4.3020,7.2423,1.8212,4.3020,7.3024,1.8212,4.3020,7.2611,1.8212,4.3020,7.3106,1.8212,4.3020,6.9086,1.8225,4.3020,7.0456,1.8181,4.3020,6.8208,1.8225,4.3020,6.7928,1.8225,4.3020,6.7911,1.8225,4.3020,7.2507,1.8212,4.3020,7.2584,1.8212,4.3020,7.2972,1.8212,4.3020,6.8500,1.8225,4.3020,6.8694,1.8225,4.3020,7.1766,1.8225,4.3020
51715,7.3534,1.8212,4.3020,7.2607,1.8212,4.3020,7.3208,1.8212,4.3020,7.2795,1.8212,4.3020,7.3290,1.8212,4.3020,6.9827,1.8225,4.3020,7.1195,1.8181,4.3020,6.8948,1.8225,4.3020,6.8669,1.8225,4.3020,6.8652,1.8225,4.3020,7.2691,1.8212,4.3020,7.2768,1.8212,4.3020,7.3156,1.8212,4.3020,6.9240,1.8225,4.3020,6.9435,1.8225,4.3020,7.2506,1.8225,4.3020
51716,7.3534,1.8212,4.3020,7.2606,1.8212,4.3020,7.3207,1.8212,4.3020,7.2795,1.8212,4.3020,7.3289,1.8212,4.3020,7.0438,1.8225,4.3020,7.1805,1.8181,4.3020,6.9560,1.8225,4.3020,6.9280,1.8225,4.3020,6.9263,1.8225,4.3020,7.2691,1.8212,4.3020,7.2768,1.8212,4.3020,7.3155,1.8212,4.3020,6.9851,1.8225,4.3020,7.0046,1.8225,4.3020,7.3117,1.8225,4.3020
51717,7.3534,1.8212,4.3020,7.2606,1.8212,4.3020,7.3207,1.8212,4.3020,7.2795,1.8212,4.3020,7.3289,1.8212,4.3020,7.0773,1.8225,4.3020,7.2139,1.8181,4.3020,6.9895,1.8225,4.3020,6.9615,1.8225,4.3020,6.9599,1.8225,4.3020,7.2690,1.8212,4.3020,7.2768,1.8212,4.3020,7.3155,1.8212,4.3020,7.0187,1.8225,4.3020,7.0381,1.8225,4.3020,7.3453,1.8225,4.3020
51718,7.3534,1.8212,4.3020,7.2606,1.8212,4.3020,7.3207,1.8212,4.3020,7.2795,1.8212,4.3020,7.3289,1.8212,4.3020,7.1031,1.8225,4.3020,7.2396,1.8181,4.3020,7.0152,1.8225,4.3020,6.9873,1.8225,4.3020,6.9856,1.8225,4.3020,7.2690,1.8212,4.3020,7.2768,1.8212,4.3020,7.3155,1.8212,4.3020,7.0444,1.8225,4.3020,7.0639,1.8225,4.3020,7.3710,1.8225,4.3020
51719,7.3647,1.8212,4.3020,7.2720,1.8212,4.3020,7.3321,1.8212,4.3020,7.2908,1.8212,4.3020,7.3402,1.8212,4.3020,7.2083,1.8225,4.3020,7.3446,1.8181,4.3020,7.1205,1.8225,4.3020,7.0925,1.8225,4.3020,7.0908,1.8225,4.3020,7.2804,1.8212,4.3020,7.2881,1.8212,4.3020,7.3269,1.8212,4.3020,7.1496,1.8225,4.3020,7.1691,1.8225,4.3020,7.4762,1.8225,4.3020
51720,7.3655,1.8212,4.3020,7.2727,1.8212,4.3020,7.3328,1.8212,4.3020,7.2916,1.8212,4.3020,7.3410,1.8212,4.3020,7.8136,1.8225,4.3020,7.9487,1.8181,4.3020,7.7258,1.8225,4.3020,7.6979,1.8225,4.3020,7.6962,1.8225,4.3020,7.2812,1.8212,4.3020,7.2889,1.8212,4.3020,7.3277,1.8212,4.3020,7.7550,1.8225,4.3020,7.7745,1.8225,4.3020,8.0816,1.8225,4.3020
51721,7.3648,1.8212,4.3020,7.2720,1.8212,4.3020,7.3321,1.8212,4.3020,7.2909,1.8212,4.3020,7.3403,1.8212,4.3020,7.8275,1.8225,4.3020,7.9626,1.8181,4.3020,7.7397,1.8225,4.3020,7.7117,1.8225,4.3020,7.7101,1.8225,4.3020,7.2804,1.8212,4.3020,7.2882,1.8212,4.3020,7.3269,1.8212,4.3020,7.7689,1.8225,4.3020,7.7883,1.8225,4.3020,8.0955,1.8225,4.3020
51722,7.3648,1.8212,4.3020,7.2720,1.8212,4.3020,7.3321,1.8212,4.3020,7.2909,1.8212,4.3020,7.3403,1.8212,4.3020,7.6862,1.8225,4.3020,7.8216,1.8181,4.3020,7.5984,1.8225,4.3020,7.5704,1.8225,4.3020,7.5688,1.8225,4.3020,7.2804,1.8212,4.3020,7.2882,1.8212,4.3020,7.3269,1.8212,4.3020,7.6276,1.8225,4.3020,7.6470,1.8225,4.3020,7.9542,1.8225,4.3020
51723,7.3534,1.8212,4.3020,7.2606,1.8212,4.3020,7.3207,1.8212,4.3020,7.2795,1.8212,4.3020,7.3289,1.8212,4.3020,7.3097,1.8225,4.3020,7.4459,1.8181,4.3020,7.2219,1.8225,4.3020,7.1940,1.8225,4.3020,7.1923,1.8225,4.3020,7.2690,1.8212,4.3020,7.2768,1.8212,4.3020,7.3155,1.8212,4.3020,7.2511,1.8225,4.3020,7.2706,1.8225,4.3020,7.5777,1.8225,4.3020
51724,7.3531,1.8212,4.3020,7.2603,1.8212,4.3020,7.3204,1.8212,4.3020,7.2792,1.8212,4.3020,7.3286,1.8212,4.3020,7.1275,1.8225,4.3020,7.2640,1.8181,4.3020,7.0397,1.8225,4.3020,7.0118,1.8225,4.3020,7.0101,1.8225,4.3020,7.2688,1.8212,4.3020,7.2765,1.8212,4.3020,7.3153,1.8212,4.3020,7.0689,1.8225,4.3020,7.0884,1.8225,4.3020,7.3955,1.8225,4.3020
51801,7.2972,1.8212,4.3020,7.2044,1.8212,4.3020,7.2645,1.8212,4.3020,7.2233,1.8212,4.3020,7.2727,1.8212,4.3020,7.0509,1.8225,4.3020,7.1875,1.8181,4.3020,6.9630,1.8225,4.3020,6.9351,1.8225,4.3020,6.9334,1.8225,4.3020,7.2128,1.8212,4.3020,7.2206,1.8212,4.3020,7.2593,1.8212,4.3020,6.9922,1.8225,4.3020,7.0117,1.8225,4.3020,7.3188,1.8225,4.3020
51802,7.2969,1.8212,4.3020,7.2041,1.8212,4.3020,7.2642,1.8212,4.3020,7.2230,1.8212,4.3020,7.2724,1.8212,4.3020,7.0321,1.8225,4.3020,7.1688,1.8181,4.3020,6.9442,1.8225,4.3020,6.9163,1.8225,4.3020,6.9146,1.8225,4.3020,7.2125,1.8212,4.3020,7.2203,1.8212,4.3020,7.2590,1.8212,4.3020,6.9734,1.8225,4.3020,6.9929,1.8225,4.3020,7.3000,1.8225,4.3020
51803,7.2967,1.8212,4.3020,7.2039,1.8212,4.3020,7.2640,1.8212,4.3020,7.2228,1.8212,4.3020,7.2722,1.8212,4.3020,7.0271,1.8225,4.3020,7.1638,1.8181,4.3020,6.9393,1.8225,4.3020,6.9113,1.8225,4.3020,6.9096,1.8225,4.3020,7.2124,1.8212,4.3020,7.2201,1.8212,4.3020,7.2588,1.8212,4.3020,6.9685,1.8225,4.3020,6.9879,1.8225,4.3020,7.2951,1.8225,4.3020
51804,7.2963,1.8212,4.3020,7.2036,1.8212,4.3020,7.2637,1.8212,4.3020,7.2224,1.8212,4.3020,7.2719,1.8212,4.3020,7.0229,1.8225,4.3020,7.1596,1.8181,4.3020,6.9351,1.8225,4.3020,6.9071,1.8225,4.3020,6.9054,1.8225,4.3020,7.2120,1.8212,4.3020,7.2197,1.8212,4.3020,7.2585,1.8212,4.3020,6.9642,1.8225,4.3020,6.9837,1.8225,4.3020,7.2908,1.8225,4.3020
51805,7.2966,1.8212,4.3020,7.2039,1.8212,4.3020,7.2640,1.8212,4.3020,7.2227,1.8212,4.3020,7.2721,1.8212,4.3020,7.0402,1.8225,4.3020,7.1769,1.8181,4.3020,6.9524,1.8225,4.3020,6.9244,1.8225,4.3020,6.9228,1.8225,4.3020,7.2123,1.8212,4.3020,7.2200,1.8212,4.3020,7.2588,1.8212,4.3020,6.9816,1.8225,4.3020,7.0010,1.8225,4.3020,7.3082,1.8225,4.3020
51806,7.2968,1.8212,4.3020,7.2040,1.8212,4.3020,7.2641,1.8212,4.3020,7.2229,1.8212,4.3020,7.2723,1.8212,4.3020,7.0473,1.8225,4.3020,7.1840,1.8181,4.3020,6.9595,1.8225,4.3020,6.9316,1.8225,4.3020,6.9299,1.8225,4.3020,7.2124,1.8212,4.3020,7.2202,1.8212,4.3020,7.2589,1.8212,4.3020,6.9887,1.8225,4.3020,7.0082,1.8225,4.3020,7.3153,1.8225,4.3020
51807,7.2969,1.8212,4.3020,7.2042,1.8212,4.3020,7.2643,1.8212,4.3020,7.2230,1.8212,4.3020,7.2725,1.8212,4.3020,7.0125,1.8225,4.3020,7.1493,1.8181,4.3020,6.9247,1.8225,4.3020,6.8968,1.8225,4.3020,6.8951,1.8225,4.3020,7.2126,1.8212,4.3020,7.2203,1.8212,4.3020,7.2591,1.8212,4.3020,6.9539,1.8225,4.3020,6.9734,1.8225,4.3020,7.2805,1.8225,4.3020
51808,7.3473,1.8212,4.3020,7.2546,1.8212,4.3020,7.3147,1.8212,4.3020,7.2734,1.8212,4.3020,7.3229,1.8212,4.3020,6.9977,1.8225,4.3020,7.1377,1.8181,4.3020,6.9099,1.8225,4.3020,6.8820,1.8225,4.3020,6.8803,1.8225,4.3020,7.2630,1.8212,4.3020,7.2707,1.8212,4.3020,7.3095,1.8212,4.3020,6.9391,1.8225,4.3020,6.9586,1.8225,4.3020,7.2657,1.8225,4.3020
51809,7.3354,1.8212,4.3020,7.2426,1.8212,4.3020,7.3027,1.8212,4.3020,7.2615,1.8212,4.3020,7.3109,1.8212,4.3020,6.5486,1.8225,4.3020,6.6890,1.8181,4.3020,6.4608,1.8225,4.3020,6.4329,1.8225,4.3020,6.4312,1.8225,4.3020,7.2510,1.8212,4.3020,7.2588,1.8212,4.3020,7.2975,1.8212,4.3020,6.4900,1.8225,4.3020,6.5095,1.8225,4.3020,6.8166,1.8225,4.3020
51810,7.3127,1.8212,4.3020,7.2200,1.8212,4.3020,7.2801,1.8212,4.3020,7.2388,1.8212,4.3020,7.2883,1.8212,4.3020,6.4827,1.8225,4.3020,6.6231,1.8181,4.3020,6.3949,1.8225,4.3020,6.3669,1.8225,4.3020,6.3652,1.8225,4.3020,7.2284,1.8212,4.3020,7.2361,1.8212,4.3020,7.2749,1.8212,4.3020,6.4240,1.8225,4.3020,6.4435,1.8225,4.3020,6.7506,1.8225,4.3020
51811,7.3132,1.8212,4.3020,7.2204,1.8212,4.3020,7.2805,1.8212,4.3020,7.2393,1.8212,4.3020,7.2887,1.8212,4.3020,6.4456,1.8225,4.3020,6.5860,1.8181,4.3020,6.3577,1.8225,4.3020,6.3298,1.8225,4.3020,6.3281,1.8225,4.3020,7.2288,1.8212,4.3020,7.2366,1.8212,4.3020,7.2753,1.8212,4.3020,6.3869,1.8225,4.3020,6.4064,1.8225,4.3020,6.7135,1.8225,4.3020
51812,7.3150,1.8212,4.3020,7.2222,1.8212,4.3020,7.2823,1.8212,4.3020,7.2411,1.8212,4.3020,7.2905,1.8212,4.3020,6.4683,1.8225,4.3020,6.6088,1.8181,4.3020,6.3805,1.8225,4.3020,6.3526,1.8225,4.3020,6.3509,1.8225,4.3020,7.2306,1.8212,4.3020,7.2384,1.8212,4.3020,7.2771,1.8212,4.3020,6.4097,1.8225,4.3020,6.4292,1.8225,4.3020,6.7363,1.8225,4.3020
51813,7.3220,1.8212,4.3020,7.2292,1.8212,4.3020,7.2893,1.8212,4.3020,7.2481,1.8212,4.3020,7.2975,1.8212,4.3020,6.4938,1.8225,4.3020,6.6342,1.8181,4.3020,6.4060,1.8225,4.3020,6.3780,1.8225,4.3020,6.3763,1.8225,4.3020,7.2377,1.8212,4.3020,7.2454,1.8212,4.3020,7.2841,1.8212,4.3020,6.4351,1.8225,4.3020,6.4546,1.8225,4.3020,6.7617,1.8225,4.3020
51814,7.3128,1.8212,4.3020,7.2200,1.8212,4.3020,7.2801,1.8212,4.3020,7.2389,1.8212,4.3020,7.2883,1.8212,4.3020,6.5031,1.8225,4.3020,6.6450,1.8181,4.3020,6.4153,1.8225,4.3020,6.3873,1.8225,4.3020,6.3856,1.8225,4.3020,7.2284,1.8212,4.3020,7.2362,1.8212,4.3020,7.2749,1.8212,4.3020,6.4444,1.8225,4.3020,6.4639,1.8225,4.3020,6.7710,1.8225,4.3020
51815,7.3199,1.8212,4.3020,7.2271,1.8212,4.3020,7.2872,1.8212,4.3020,7.2460,1.8212,4.3020,7.2954,1.8212,4.3020,6.5830,1.8225,4.3020,6.7249,1.8181,4.3020,6.4952,1.8225,4.3020,6.4672,1.8225,4.3020,6.4656,1.8225,4.3020,7.2356,1.8212,4.3020,7.2433,1.8212,4.3020,7.2821,1.8212,4.3020,6.5244,1.8225,4.3020,6.5438,1.8225,4.3020,6.8510,1.8225,4.3020
51816,7.3300,1.8212,4.3020,7.2372,1.8212,4.3020,7.2973,1.8212,4.3020,7.2561,1.8212,4.3020,7.3055,1.8212,4.3020,6.7887,1.8225,4.3020,6.9305,1.8181,4.3020,6.7008,1.8225,4.3020,6.6729,1.8225,4.3020,6.6712,1.8225,4.3020,7.2456,1.8212,4.3020,7.2534,1.8212,4.3020,7.2921,1.8212,4.3020,6.7300,1.8225,4.3020,6.7495,1.8225,4.3020,7.0566,1.8225,4.3020
51817,7.3366,1.8212,4.3020,7.2439,1.8212,4.3020,7.3040,1.8212,4.3020,7.2627,1.8212,4.3020,7.3122,1.8212,4.3020,7.0650,1.8225,4.3020,7.2069,1.8181,4.3020,6.9772,1.8225,4.3020,6.9492,1.8225,4.3020,6.9476,1.8225,4.3020,7.2523,1.8212,4.3020,7.2600,1.8212,4.3020,7.2988,1.8212,4.3020,7.0064,1.8225,4.3020,7.0258,1.8225,4.3020,7.3330,1.8225,4.3020
51818,7.3398,1.8212,4.3020,7.2470,1.8212,4.3020,7.3071,1.8212,4.3020,7.2659,1.8212,4.3020,7.3153,1.8212,4.3020,7.1156,1.8225,4.3020,7.2575,1.8181,4.3020,7.0278,1.8225,4.3020,6.9999,1.8225,4.3020,6.9982,1.8225,4.3020,7.2554,1.8212,4.3020,7.2632,1.8212,4.3020,7.3019,1.8212,4.3020,7.0570,1.8225,4.3020,7.0764,1.8225,4.3020,7.3836,1.8225,4.3020
51819,7.3546,1.8212,4.3020,7.2618,1.8212,4.3020,7.3219,1.8212,4.3020,7.2807,1.8212,4.3020,7.3301,1.8212,4.3020,7.2729,1.8225,4.3020,7.4148,1.8181,4.3020,7.1851,1.8225,4.3020,7.1571,1.8225,4.3020,7.1555,1.8225,4.3020,7.2702,1.8212,4.3020,7.2780,1.8212,4.3020,7.3167,1.8212,4.3020,7.2143,1.8225,4.3020,7.2337,1.8225,4.3020,7.5409,1.8225,4.3020
51820,8.6064,1.8212,4.3020,8.5136,1.8212,4.3020,8.5737,1.8212,4.3020,8.5324,1.8212,4.3020,8.5819,1.8212,4.3020,8.5359,1.8225,4.3020,8.6747,1.8181,4.3020,8.4481,1.8225,4.3020,8.4202,1.8225,4.3020,8.4185,1.8225,4.3020,8.5220,1.8212,4.3020,8.5298,1.8212,4.3020,8.5685,1.8212,4.3020,8.4773,1.8225,4.3020,8.4968,1.8225,4.3020,8.8039,1.8225,4.3020
51821,7.9855,1.8212,4.3020,7.8927,1.8212,4.3020,7.9528,1.8212,4.3020,7.9116,1.8212,4.3020,7.9610,1.8212,4.3020,8.4764,1.8225,4.3020,8.6152,1.8181,4.3020,8.3886,1.8225,4.3020,8.3606,1.8225,4.3020,8.3589,1.8225,4.3020,7.9012,1.8212,4.3020,7.9089,1.8212,4.3020,7.9476,1.8212,4.3020,8.4178,1.8225,4.3020,8.4372,1.8225,4.3020,8.7444,1.8225,4.3020
51822,7.3150,1.8212,4.3020,7.2222,1.8212,4.3020,7.2823,1.8212,4.3020,7.2411,1.8212,4.3020,7.2905,1.8212,4.3020,7.8108,1.8225,4.3020,7.9459,1.8181,4.3020,7.7230,1.8225,4.3020,7.6950,1.8225,4.3020,7.6934,1.8225,4.3020,7.2306,1.8212,4.3020,7.2384,1.8212,4.3020,7.2771,1.8212,4.3020,7.7522,1.8225,4.3020,7.7716,1.8225,4.3020,8.0788,1.8225,4.3020
51823,7.2997,1.8212,4.3020,7.2070,1.8212,4.3020,7.2671,1.8212,4.3020,7.2258,1.8212,4.3020,7.2753,1.8212,4.3020,7.2725,1.8225,4.3020,7.4088,1.8181,4.3020,7.1847,1.8225,4.3020,7.1568,1.8225,4.3020,7.1551,1.8225,4.3020,7.2154,1.8212,4.3020,7.2231,1.8212,4.3020,7.2619,1.8212,4.3020,7.2139,1.8225,4.3020,7.2334,1.8225,4.3020,7.5405,1.8225,4.3020
51824,7.2992,1.8212,4.3020,7.2065,1.8212,4.3020,7.2666,1.8212,4.3020,7.2253,1.8212,4.3020,7.2748,1.8212,4.3020,7.0940,1.8225,4.3020,7.2306,1.8181,4.3020,7.0062,1.8225,4.3020,6.9782,1.8225,4.3020,6.9765,1.8225,4.3020,7.2149,1.8212,4.3020,7.2226,1.8212,4.3020,7.2614,1.8212,4.3020,7.0353,1.8225,4.3020,7.0548,1.8225,4.3020,7.3619,1.8225,4.3020
51901,7.3707,1.8212,4.3020,7.2779,1.8212,4.3020,7.3380,1.8212,4.3020,7.2968,1.8212,4.3020,7.3462,1.8212,4.3020,7.1242,1.8225,4.3020,7.2607,1.8181,4.3020,7.0364,1.8225,4.3020,7.0085,1.8225,4.3020,7.0068,1.8225,4.3020,7.2863,1.8212,4.3020,7.2941,1.8212,4.3020,7.3328,1.8212,4.3020,7.0656,1.8225,4.3020,7.0851,1.8225,4.3020,7.3922,1.8225,4.3020
51902,7.3704,1.8212,4.3020,7.2776,1.8212,4.3020,7.3377,1.8212,4.3020,7.2965,1.8212,4.3020,7.3459,1.8212,4.3020,7.1188,1.8225,4.3020,7.2554,1.8181,4.3020,7.0310,1.8225,4.3020,7.0031,1.8225,4.3020,7.0014,1.8225,4.3020,7.2860,1.8212,4.3020,7.2938,1.8212,4.3020,7.3325,1.8212,4.3020,7.0602,1.8225,4.3020,7.0797,1.8225,4.3020,7.3868,1.8225,4.3020
