;,1,2,3,4,5,6,7,8,9,10,11,12,13.0000,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
10216,5.7476,1.8977,3.7655,5.7467,1.8977,3.7655,5.7468,1.8977,3.7655,5.7466,1.8977,3.7655,5.7457,1.8977,3.7655,5.4725,1.9188,3.7655,5.7083,1.8569,3.7655,5.4833,1.9188,3.7655,5.4187,1.9188,3.7655,5.415,1.9188,3.7655,5.7459,1.8977,3.7655,5.7457,1.8977,3.7655,5.7467,1.8977,3.7655,5.4103,1.9188,3.7655,5.4184,1.9188,3.7655,5.3963,1.9188,3.7655
10217,5.7477,1.8977,3.7655,5.7467,1.8977,3.7655,5.7469,1.8977,3.7655,5.7466,1.8977,3.7655,5.7458,1.8977,3.7655,5.4779,1.9188,3.7655,5.7137,1.8569,3.7655,5.4888,1.9188,3.7655,5.4242,1.9188,3.7655,5.4205,1.9188,3.7655,5.7459,1.8977,3.7655,5.7457,1.8977,3.7655,5.7467,1.8977,3.7655,5.4158,1.9188,3.7655,5.4238,1.9188,3.7655,5.4018,1.9188,3.7655
10218,5.756,1.8977,3.7655,5.7551,1.8977,3.7655,5.7553,1.8977,3.7655,5.755,1.8977,3.7655,5.7541,1.8977,3.7655,5.4985,1.9188,3.7655,5.7458,1.8569,3.7655,5.5093,1.9188,3.7655,5.4447,1.9188,3.7655,5.441,1.9188,3.7655,5.7543,1.8977,3.7655,5.7541,1.8977,3.7655,5.7551,1.8977,3.7655,5.4363,1.9188,3.7655,5.4443,1.9188,3.7655,5.4223,1.9188,3.7655
10219,5.7562,1.8977,3.7655,5.7553,1.8977,3.7655,5.7554,1.8977,3.7655,5.7551,1.8977,3.7655,5.7543,1.8977,3.7655,5.6403,1.9188,3.7655,5.8881,1.8569,3.7655,5.6511,1.9188,3.7655,5.5865,1.9188,3.7655,5.5828,1.9188,3.7655,5.7544,1.8977,3.7655,5.7543,1.8977,3.7655,5.7552,1.8977,3.7655,5.5781,1.9188,3.7655,5.5862,1.9188,3.7655,5.5641,1.9188,3.7655
10220,5.7534,1.8977,3.7655,5.7525,1.8977,3.7655,5.7526,1.8977,3.7655,5.7524,1.8977,3.7655,5.7515,1.8977,3.7655,5.6451,1.9188,3.7655,5.8929,1.8569,3.7655,5.6559,1.9188,3.7655,5.5913,1.9188,3.7655,5.5876,1.9188,3.7655,5.7517,1.8977,3.7655,5.7515,1.8977,3.7655,5.7525,1.8977,3.7655,5.5829,1.9188,3.7655,5.591,1.9188,3.7655,5.5689,1.9188,3.7655
10221,5.7513,1.8977,3.7655,5.7504,1.8977,3.7655,5.7505,1.8977,3.7655,5.7502,1.8977,3.7655,5.7494,1.8977,3.7655,5.5335,1.9188,3.7655,5.7692,1.8569,3.7655,5.5444,1.9188,3.7655,5.4798,1.9188,3.7655,5.4761,1.9188,3.7655,5.7495,1.8977,3.7655,5.7494,1.8977,3.7655,5.7503,1.8977,3.7655,5.4714,1.9188,3.7655,5.4794,1.9188,3.7655,5.4574,1.9188,3.7655
10222,5.6984,1.8977,3.7655,5.6975,1.8977,3.7655,5.6976,1.8977,3.7655,5.6974,1.8977,3.7655,5.6965,1.8977,3.7655,5.4605,1.9188,3.7655,5.7073,1.8569,3.7655,5.4713,1.9188,3.7655,5.4067,1.9188,3.7655,5.403,1.9188,3.7655,5.6967,1.8977,3.7655,5.6965,1.8977,3.7655,5.6975,1.8977,3.7655,5.3983,1.9188,3.7655,5.4064,1.9188,3.7655,5.3843,1.9188,3.7655
10223,5.6943,1.8977,3.7655,5.6934,1.8977,3.7655,5.6935,1.8977,3.7655,5.6932,1.8977,3.7655,5.6924,1.8977,3.7655,5.4639,1.9188,3.7655,5.6968,1.8569,3.7655,5.4748,1.9188,3.7655,5.4102,1.9188,3.7655,5.4065,1.9188,3.7655,5.6925,1.8977,3.7655,5.6924,1.8977,3.7655,5.6933,1.8977,3.7655,5.4018,1.9188,3.7655,5.4098,1.9188,3.7655,5.3878,1.9188,3.7655
10224,5.6723,1.8977,3.7655,5.6714,1.8977,3.7655,5.6715,1.8977,3.7655,5.6712,1.8977,3.7655,5.6704,1.8977,3.7655,5.4106,1.9188,3.7655,5.6435,1.8569,3.7655,5.4214,1.9188,3.7655,5.3568,1.9188,3.7655,5.3531,1.9188,3.7655,5.6705,1.8977,3.7655,5.6704,1.8977,3.7655,5.6713,1.8977,3.7655,5.3484,1.9188,3.7655,5.3565,1.9188,3.7655,5.3344,1.9188,3.7655
10301,5.5283,1.8977,3.7655,5.5274,1.8977,3.7655,5.5275,1.8977,3.7655,5.5273,1.8977,3.7655,5.5264,1.8977,3.7655,5.2667,1.9188,3.7655,5.4999,1.8569,3.7655,5.2775,1.9188,3.7655,5.2129,1.9188,3.7655,5.2092,1.9188,3.7655,5.5266,1.8977,3.7655,5.5264,1.8977,3.7655,5.5274,1.8977,3.7655,5.2045,1.9188,3.7655,5.2125,1.9188,3.7655,5.1905,1.9188,3.7655
10302,5.3773,1.8977,3.7655,5.3764,1.8977,3.7655,5.3765,1.8977,3.7655,5.3762,1.8977,3.7655,5.3754,1.8977,3.7655,5.1101,1.9188,3.7655,5.3436,1.8569,3.7655,5.121,1.9188,3.7655,5.0564,1.9188,3.7655,5.0527,1.9188,3.7655,5.3755,1.8977,3.7655,5.3754,1.8977,3.7655,5.3763,1.8977,3.7655,5.048,1.9188,3.7655,5.056,1.9188,3.7655,5.034,1.9188,3.7655
10303,5.4845,1.8977,3.7655,5.4836,1.8977,3.7655,5.4837,1.8977,3.7655,5.4835,1.8977,3.7655,5.4826,1.8977,3.7655,5.213,1.9188,3.7655,5.4463,1.8569,3.7655,5.2238,1.9188,3.7655,5.1592,1.9188,3.7655,5.1555,1.9188,3.7655,5.4828,1.8977,3.7655,5.4826,1.8977,3.7655,5.4836,1.8977,3.7655,5.1508,1.9188,3.7655,5.1589,1.9188,3.7655,5.1368,1.9188,3.7655
10304,5.313,1.8977,3.7655,5.3121,1.8977,3.7655,5.3122,1.8977,3.7655,5.312,1.8977,3.7655,5.3111,1.8977,3.7655,5.0565,1.9188,3.7655,5.2901,1.8569,3.7655,5.0674,1.9188,3.7655,5.0027,1.9188,3.7655,4.9991,1.9188,3.7655,5.3113,1.8977,3.7655,5.3111,1.8977,3.7655,5.3121,1.8977,3.7655,4.9943,1.9188,3.7655,5.0024,1.9188,3.7655,4.9803,1.9188,3.7655
10305,5.352,1.8977,3.7655,5.3511,1.8977,3.7655,5.3512,1.8977,3.7655,5.351,1.8977,3.7655,5.3501,1.8977,3.7655,5.0941,1.9188,3.7655,5.3276,1.8569,3.7655,5.105,1.9188,3.7655,5.0403,1.9188,3.7655,5.0367,1.9188,3.7655,5.3503,1.8977,3.7655,5.3501,1.8977,3.7655,5.3511,1.8977,3.7655,5.032,1.9188,3.7655,5.04,1.9188,3.7655,5.0179,1.9188,3.7655
10306,5.6041,1.8977,3.7655,5.6032,1.8977,3.7655,5.6033,1.8977,3.7655,5.6031,1.8977,3.7655,5.6022,1.8977,3.7655,5.3444,1.9188,3.7655,5.5775,1.8569,3.7655,5.3553,1.9188,3.7655,5.2907,1.9188,3.7655,5.287,1.9188,3.7655,5.6024,1.8977,3.7655,5.6022,1.8977,3.7655,5.6032,1.8977,3.7655,5.2823,1.9188,3.7655,5.2903,1.9188,3.7655,5.2683,1.9188,3.7655
10307,5.7633,1.8977,3.7655,5.7624,1.8977,3.7655,5.7625,1.8977,3.7655,5.7623,1.8977,3.7655,5.7614,1.8977,3.7655,5.4497,1.9188,3.7655,5.6826,1.8569,3.7655,5.4605,1.9188,3.7655,5.3959,1.9188,3.7655,5.3922,1.9188,3.7655,5.7616,1.8977,3.7655,5.7614,1.8977,3.7655,5.7624,1.8977,3.7655,5.3875,1.9188,3.7655,5.3956,1.9188,3.7655,5.3735,1.9188,3.7655
10308,5.7722,1.8977,3.7655,5.7713,1.8977,3.7655,5.7714,1.8977,3.7655,5.7711,1.8977,3.7655,5.7703,1.8977,3.7655,5.532,1.9188,3.7655,5.7647,1.8569,3.7655,5.5428,1.9188,3.7655,5.4782,1.9188,3.7655,5.4745,1.9188,3.7655,5.7704,1.8977,3.7655,5.7703,1.8977,3.7655,5.7712,1.8977,3.7655,5.4698,1.9188,3.7655,5.4779,1.9188,3.7655,5.4558,1.9188,3.7655
10309,5.771,1.8977,3.7655,5.77,1.8977,3.7655,5.7702,1.8977,3.7655,5.7699,1.8977,3.7655,5.7690,1.8977,3.7655,5.5348,1.9188,3.7655,5.7675,1.8569,3.7655,5.5456,1.9188,3.7655,5.481,1.9188,3.7655,5.4773,1.9188,3.7655,5.7692,1.8977,3.7655,5.769,1.8977,3.7655,5.77,1.8977,3.7655,5.4726,1.9188,3.7655,5.4807,1.9188,3.7655,5.4586,1.9188,3.7655
10310,5.7714,1.8977,3.7655,5.7705,1.8977,3.7655,5.7706,1.8977,3.7655,5.7703,1.8977,3.7655,5.7695,1.8977,3.7655,5.5081,1.9188,3.7655,5.7409,1.8569,3.7655,5.519,1.9188,3.7655,5.4543,1.9188,3.7655,5.4507,1.9188,3.7655,5.7696,1.8977,3.7655,5.7695,1.8977,3.7655,5.7704,1.8977,3.7655,5.4459,1.9188,3.7655,5.454,1.9188,3.7655,5.4319,1.9188,3.7655
10311,5.7765,1.8977,3.7655,5.7756,1.8977,3.7655,5.7757,1.8977,3.7655,5.7755,1.8977,3.7655,5.7746,1.8977,3.7655,5.4736,1.9188,3.7655,5.7064,1.8569,3.7655,5.4844,1.9188,3.7655,5.4198,1.9188,3.7655,5.4161,1.9188,3.7655,5.7748,1.8977,3.7655,5.7746,1.8977,3.7655,5.7756,1.8977,3.7655,5.4114,1.9188,3.7655,5.4195,1.9188,3.7655,5.3974,1.9188,3.7655
10312,5.7738,1.8977,3.7655,5.7729,1.8977,3.7655,5.7731,1.8977,3.7655,5.7728,1.8977,3.7655,5.7719,1.8977,3.7655,5.4734,1.9188,3.7655,5.7062,1.8569,3.7655,5.4842,1.9188,3.7655,5.4196,1.9188,3.7655,5.4159,1.9188,3.7655,5.7721,1.8977,3.7655,5.7719,1.8977,3.7655,5.7729,1.8977,3.7655,5.4112,1.9188,3.7655,5.4193,1.9188,3.7655,5.3972,1.9188,3.7655
10313,5.7734,1.8977,3.7655,5.7725,1.8977,3.7655,5.7727,1.8977,3.7655,5.7724,1.8977,3.7655,5.7715,1.8977,3.7655,5.4753,1.9188,3.7655,5.7081,1.8569,3.7655,5.4861,1.9188,3.7655,5.4215,1.9188,3.7655,5.4178,1.9188,3.7655,5.7717,1.8977,3.7655,5.7715,1.8977,3.7655,5.7725,1.8977,3.7655,5.4131,1.9188,3.7655,5.4212,1.9188,3.7655,5.3991,1.9188,3.7655
10314,5.7753,1.8977,3.7655,5.7744,1.8977,3.7655,5.7745,1.8977,3.7655,5.7742,1.8977,3.7655,5.7734,1.8977,3.7655,5.476,1.9188,3.7655,5.7088,1.8569,3.7655,5.4868,1.9188,3.7655,5.4222,1.9188,3.7655,5.4185,1.9188,3.7655,5.7735,1.8977,3.7655,5.7734,1.8977,3.7655,5.7744,1.8977,3.7655,5.4138,1.9188,3.7655,5.4219,1.9188,3.7655,5.3998,1.9188,3.7655
10315,5.7751,1.8977,3.7655,5.7742,1.8977,3.7655,5.7743,1.8977,3.7655,5.774,1.8977,3.7655,5.7732,1.8977,3.7655,5.4728,1.9188,3.7655,5.7056,1.8569,3.7655,5.4836,1.9188,3.7655,5.419,1.9188,3.7655,5.4153,1.9188,3.7655,5.7733,1.8977,3.7655,5.7732,1.8977,3.7655,5.7741,1.8977,3.7655,5.4106,1.9188,3.7655,5.4187,1.9188,3.7655,5.3966,1.9188,3.7655
10316,5.7728,1.8977,3.7655,5.7719,1.8977,3.7655,5.772,1.8977,3.7655,5.7717,1.8977,3.7655,5.7709,1.8977,3.7655,5.4776,1.9188,3.7655,5.7104,1.8569,3.7655,5.4884,1.9188,3.7655,5.4238,1.9188,3.7655,5.4201,1.9188,3.7655,5.771,1.8977,3.7655,5.7709,1.8977,3.7655,5.7718,1.8977,3.7655,5.4154,1.9188,3.7655,5.4235,1.9188,3.7655,5.4014,1.9188,3.7655
10317,5.7775,1.8977,3.7655,5.7766,1.8977,3.7655,5.7767,1.8977,3.7655,5.7765,1.8977,3.7655,5.7756,1.8977,3.7655,5.5402,1.9188,3.7655,5.7729,1.8569,3.7655,5.551,1.9188,3.7655,5.4864,1.9188,3.7655,5.4827,1.9188,3.7655,5.7758,1.8977,3.7655,5.7756,1.8977,3.7655,5.7766,1.8977,3.7655,5.478,1.9188,3.7655,5.486,1.9188,3.7655,5.464,1.9188,3.7655
10318,5.7927,1.8977,3.7655,5.7918,1.8977,3.7655,5.7919,1.8977,3.7655,5.7917,1.8977,3.7655,5.7908,1.8977,3.7655,5.5697,1.9188,3.7655,5.8024,1.8569,3.7655,5.5806,1.9188,3.7655,5.516,1.9188,3.7655,5.5123,1.9188,3.7655,5.791,1.8977,3.7655,5.7908,1.8977,3.7655,5.7918,1.8977,3.7655,5.5076,1.9188,3.7655,5.5156,1.9188,3.7655,5.4936,1.9188,3.7655
10319,5.7887,1.8977,3.7655,5.7878,1.8977,3.7655,5.7879,1.8977,3.7655,5.7877,1.8977,3.7655,5.7868,1.8977,3.7655,5.5899,1.9188,3.7655,5.8225,1.8569,3.7655,5.6007,1.9188,3.7655,5.5361,1.9188,3.7655,5.5325,1.9188,3.7655,5.787,1.8977,3.7655,5.7868,1.8977,3.7655,5.7878,1.8977,3.7655,5.5277,1.9188,3.7655,5.5358,1.9188,3.7655,5.5137,1.9188,3.7655
10320,5.7963,1.8977,3.7655,5.7954,1.8977,3.7655,5.7956,1.8977,3.7655,5.7953,1.8977,3.7655,5.7944,1.8977,3.7655,5.5925,1.9188,3.7655,5.8251,1.8569,3.7655,5.6033,1.9188,3.7655,5.5387,1.9188,3.7655,5.535,1.9188,3.7655,5.7946,1.8977,3.7655,5.7944,1.8977,3.7655,5.7954,1.8977,3.7655,5.5303,1.9188,3.7655,5.5384,1.9188,3.7655,5.5163,1.9188,3.7655
10321,5.7918,1.8977,3.7655,5.7908,1.8977,3.7655,5.791,1.8977,3.7655,5.7907,1.8977,3.7655,5.7899,1.8977,3.7655,5.5825,1.9188,3.7655,5.8151,1.8569,3.7655,5.5933,1.9188,3.7655,5.5287,1.9188,3.7655,5.525,1.9188,3.7655,5.79,1.8977,3.7655,5.7898,1.8977,3.7655,5.7908,1.8977,3.7655,5.5203,1.9188,3.7655,5.5284,1.9188,3.7655,5.5063,1.9188,3.7655
10322,5.7841,1.8977,3.7655,5.7832,1.8977,3.7655,5.7833,1.8977,3.7655,5.7831,1.8977,3.7655,5.7822,1.8977,3.7655,5.5434,1.9188,3.7655,5.7761,1.8569,3.7655,5.5542,1.9188,3.7655,5.4896,1.9188,3.7655,5.4859,1.9188,3.7655,5.7824,1.8977,3.7655,5.7822,1.8977,3.7655,5.7832,1.8977,3.7655,5.4812,1.9188,3.7655,5.4892,1.9188,3.7655,5.4672,1.9188,3.7655
10323,5.783,1.8977,3.7655,5.7821,1.8977,3.7655,5.7822,1.8977,3.7655,5.782,1.8977,3.7655,5.7811,1.8977,3.7655,5.524,1.9188,3.7655,5.7567,1.8569,3.7655,5.5348,1.9188,3.7655,5.4702,1.9188,3.7655,5.4665,1.9188,3.7655,5.7813,1.8977,3.7655,5.7811,1.8977,3.7655,5.7821,1.8977,3.7655,5.4618,1.9188,3.7655,5.4698,1.9188,3.7655,5.4478,1.9188,3.7655
10324,5.7222,1.8977,3.7655,5.7213,1.8977,3.7655,5.7214,1.8977,3.7655,5.7211,1.8977,3.7655,5.7203,1.8977,3.7655,5.3866,1.9188,3.7655,5.6196,1.8569,3.7655,5.3975,1.9188,3.7655,5.3329,1.9188,3.7655,5.3292,1.9188,3.7655,5.7204,1.8977,3.7655,5.7203,1.8977,3.7655,5.7212,1.8977,3.7655,5.3245,1.9188,3.7655,5.3325,1.9188,3.7655,5.3105,1.9188,3.7655
10401,5.4212,1.8977,3.7655,5.4203,1.8977,3.7655,5.4205,1.8977,3.7655,5.4202,1.8977,3.7655,5.4193,1.8977,3.7655,5.1473,1.9188,3.7655,5.3807,1.8569,3.7655,5.1581,1.9188,3.7655,5.0935,1.9188,3.7655,5.0899,1.9188,3.7655,5.4195,1.8977,3.7655,5.4193,1.8977,3.7655,5.4203,1.8977,3.7655,5.0851,1.9188,3.7655,5.0932,1.9188,3.7655,5.0711,1.9188,3.7655
10402,5.3998,1.8977,3.7655,5.3989,1.8977,3.7655,5.3991,1.8977,3.7655,5.3988,1.8977,3.7655,5.3979,1.8977,3.7655,5.0771,1.9188,3.7655,5.3107,1.8569,3.7655,5.088,1.9188,3.7655,5.0234,1.9188,3.7655,5.0197,1.9188,3.7655,5.3981,1.8977,3.7655,5.3979,1.8977,3.7655,5.3989,1.8977,3.7655,5.015,1.9188,3.7655,5.023,1.9188,3.7655,5.001,1.9188,3.7655
10403,5.2179,1.8977,3.7655,5.217,1.8977,3.7655,5.2171,1.8977,3.7655,5.2168,1.8977,3.7655,5.2160,1.8977,3.7655,4.9373,1.9188,3.7655,5.171,1.8569,3.7655,4.9481,1.9188,3.7655,4.8835,1.9188,3.7655,4.8798,1.9188,3.7655,5.2161,1.8977,3.7655,5.216,1.8977,3.7655,5.2169,1.8977,3.7655,4.8751,1.9188,3.7655,4.8832,1.9188,3.7655,4.8611,1.9188,3.7655
10404,5.1805,1.8977,3.7655,5.1796,1.8977,3.7655,5.1797,1.8977,3.7655,5.1795,1.8977,3.7655,5.1786,1.8977,3.7655,4.906,1.9188,3.7655,5.1398,1.8569,3.7655,4.9168,1.9188,3.7655,4.8522,1.9188,3.7655,4.8485,1.9188,3.7655,5.1788,1.8977,3.7655,5.1786,1.8977,3.7655,5.1796,1.8977,3.7655,4.8438,1.9188,3.7655,4.8519,1.9188,3.7655,4.8298,1.9188,3.7655
10405,5.2359,1.8977,3.7655,5.235,1.8977,3.7655,5.2351,1.8977,3.7655,5.2348,1.8977,3.7655,5.2340,1.8977,3.7655,4.9607,1.9188,3.7655,5.1944,1.8569,3.7655,4.9716,1.9188,3.7655,4.907,1.9188,3.7655,4.9033,1.9188,3.7655,5.2341,1.8977,3.7655,5.234,1.8977,3.7655,5.2349,1.8977,3.7655,4.8986,1.9188,3.7655,4.9066,1.9188,3.7655,4.8846,1.9188,3.7655
10406,5.5039,1.8977,3.7655,5.503,1.8977,3.7655,5.5032,1.8977,3.7655,5.5029,1.8977,3.7655,5.5020,1.8977,3.7655,5.2245,1.9188,3.7655,5.4578,1.8569,3.7655,5.2354,1.9188,3.7655,5.1707,1.9188,3.7655,5.1671,1.9188,3.7655,5.5022,1.8977,3.7655,5.502,1.8977,3.7655,5.503,1.8977,3.7655,5.1623,1.9188,3.7655,5.1704,1.9188,3.7655,5.1483,1.9188,3.7655
10407,5.6612,1.8977,3.7655,5.6603,1.8977,3.7655,5.6604,1.8977,3.7655,5.6601,1.8977,3.7655,5.6593,1.8977,3.7655,5.3958,1.9188,3.7655,5.6288,1.8569,3.7655,5.4066,1.9188,3.7655,5.342,1.9188,3.7655,5.3383,1.9188,3.7655,5.6594,1.8977,3.7655,5.6593,1.8977,3.7655,5.6603,1.8977,3.7655,5.3336,1.9188,3.7655,5.3417,1.9188,3.7655,5.3196,1.9188,3.7655
10408,5.6978,1.8977,3.7655,5.6969,1.8977,3.7655,5.697,1.8977,3.7655,5.6968,1.8977,3.7655,5.6959,1.8977,3.7655,5.4438,1.9188,3.7655,5.6767,1.8569,3.7655,5.4547,1.9188,3.7655,5.3901,1.9188,3.7655,5.3864,1.9188,3.7655,5.6961,1.8977,3.7655,5.6959,1.8977,3.7655,5.6969,1.8977,3.7655,5.3817,1.9188,3.7655,5.3897,1.9188,3.7655,5.3677,1.9188,3.7655
10409,5.6968,1.8977,3.7655,5.6959,1.8977,3.7655,5.696,1.8977,3.7655,5.6957,1.8977,3.7655,5.6949,1.8977,3.7655,5.4487,1.9188,3.7655,5.6815,1.8569,3.7655,5.4595,1.9188,3.7655,5.3949,1.9188,3.7655,5.3912,1.9188,3.7655,5.695,1.8977,3.7655,5.6949,1.8977,3.7655,5.6958,1.8977,3.7655,5.3865,1.9188,3.7655,5.3945,1.9188,3.7655,5.3725,1.9188,3.7655
10410,5.6879,1.8977,3.7655,5.687,1.8977,3.7655,5.6871,1.8977,3.7655,5.6868,1.8977,3.7655,5.6860,1.8977,3.7655,5.4485,1.9188,3.7655,5.6814,1.8569,3.7655,5.4594,1.9188,3.7655,5.3948,1.9188,3.7655,5.3911,1.9188,3.7655,5.6861,1.8977,3.7655,5.686,1.8977,3.7655,5.6869,1.8977,3.7655,5.3864,1.9188,3.7655,5.3944,1.9188,3.7655,5.3724,1.9188,3.7655
10411,5.6881,1.8977,3.7655,5.6872,1.8977,3.7655,5.6873,1.8977,3.7655,5.687,1.8977,3.7655,5.6862,1.8977,3.7655,5.4515,1.9188,3.7655,5.6843,1.8569,3.7655,5.4623,1.9188,3.7655,5.3977,1.9188,3.7655,5.394,1.9188,3.7655,5.6863,1.8977,3.7655,5.6862,1.8977,3.7655,5.6872,1.8977,3.7655,5.3893,1.9188,3.7655,5.3973,1.9188,3.7655,5.3753,1.9188,3.7655
10412,5.6742,1.8977,3.7655,5.6732,1.8977,3.7655,5.6734,1.8977,3.7655,5.6731,1.8977,3.7655,5.6723,1.8977,3.7655,5.44,1.9188,3.7655,5.6728,1.8569,3.7655,5.4508,1.9188,3.7655,5.3862,1.9188,3.7655,5.3825,1.9188,3.7655,5.6724,1.8977,3.7655,5.6722,1.8977,3.7655,5.6732,1.8977,3.7655,5.3778,1.9188,3.7655,5.3858,1.9188,3.7655,5.3638,1.9188,3.7655
10413,5.6754,1.8977,3.7655,5.6744,1.8977,3.7655,5.6746,1.8977,3.7655,5.6743,1.8977,3.7655,5.6735,1.8977,3.7655,5.4392,1.9188,3.7655,5.6721,1.8569,3.7655,5.4501,1.9188,3.7655,5.3855,1.9188,3.7655,5.3818,1.9188,3.7655,5.6736,1.8977,3.7655,5.6734,1.8977,3.7655,5.6744,1.8977,3.7655,5.3771,1.9188,3.7655,5.3851,1.9188,3.7655,5.3631,1.9188,3.7655
10414,5.6768,1.8977,3.7655,5.6759,1.8977,3.7655,5.676,1.8977,3.7655,5.6757,1.8977,3.7655,5.6749,1.8977,3.7655,5.4472,1.9188,3.7655,5.6801,1.8569,3.7655,5.4581,1.9188,3.7655,5.3935,1.9188,3.7655,5.3898,1.9188,3.7655,5.675,1.8977,3.7655,5.6749,1.8977,3.7655,5.6758,1.8977,3.7655,5.3851,1.9188,3.7655,5.3931,1.9188,3.7655,5.371,1.9188,3.7655
10415,5.6733,1.8977,3.7655,5.6724,1.8977,3.7655,5.6725,1.8977,3.7655,5.6722,1.8977,3.7655,5.6714,1.8977,3.7655,5.4469,1.9188,3.7655,5.6798,1.8569,3.7655,5.4578,1.9188,3.7655,5.3932,1.9188,3.7655,5.3895,1.9188,3.7655,5.6715,1.8977,3.7655,5.6714,1.8977,3.7655,5.6723,1.8977,3.7655,5.3848,1.9188,3.7655,5.3928,1.9188,3.7655,5.3708,1.9188,3.7655
10416,5.6918,1.8977,3.7655,5.6909,1.8977,3.7655,5.691,1.8977,3.7655,5.6908,1.8977,3.7655,5.6899,1.8977,3.7655,5.4615,1.9188,3.7655,5.6943,1.8569,3.7655,5.4723,1.9188,3.7655,5.4077,1.9188,3.7655,5.4041,1.9188,3.7655,5.6901,1.8977,3.7655,5.6899,1.8977,3.7655,5.6909,1.8977,3.7655,5.3993,1.9188,3.7655,5.4074,1.9188,3.7655,5.3853,1.9188,3.7655
10417,5.6898,1.8977,3.7655,5.6889,1.8977,3.7655,5.689,1.8977,3.7655,5.6887,1.8977,3.7655,5.6879,1.8977,3.7655,5.4653,1.9188,3.7655,5.6981,1.8569,3.7655,5.4761,1.9188,3.7655,5.4115,1.9188,3.7655,5.4079,1.9188,3.7655,5.688,1.8977,3.7655,5.6879,1.8977,3.7655,5.6888,1.8977,3.7655,5.4031,1.9188,3.7655,5.4112,1.9188,3.7655,5.3891,1.9188,3.7655
10418,5.6958,1.8977,3.7655,5.6949,1.8977,3.7655,5.695,1.8977,3.7655,5.6948,1.8977,3.7655,5.6939,1.8977,3.7655,5.4885,1.9188,3.7655,5.7213,1.8569,3.7655,5.4993,1.9188,3.7655,5.4347,1.9188,3.7655,5.431,1.9188,3.7655,5.6941,1.8977,3.7655,5.6939,1.8977,3.7655,5.6949,1.8977,3.7655,5.4263,1.9188,3.7655,5.4344,1.9188,3.7655,5.4123,1.9188,3.7655
10419,5.696,1.8977,3.7655,5.695,1.8977,3.7655,5.6952,1.8977,3.7655,5.6949,1.8977,3.7655,5.6941,1.8977,3.7655,5.7936,1.9188,3.7655,6.0259,1.8569,3.7655,5.8045,1.9188,3.7655,5.7399,1.9188,3.7655,5.7362,1.9188,3.7655,5.6942,1.8977,3.7655,5.6941,1.8977,3.7655,5.695,1.8977,3.7655,5.7315,1.9188,3.7655,5.7395,1.9188,3.7655,5.7174,1.9188,3.7655
10420,5.7039,1.8977,3.7655,5.703,1.8977,3.7655,5.7031,1.8977,3.7655,5.7029,1.8977,3.7655,5.7020,1.8977,3.7655,5.7892,1.9188,3.7655,6.0215,1.8569,3.7655,5.8,1.9188,3.7655,5.7354,1.9188,3.7655,5.7317,1.9188,3.7655,5.7022,1.8977,3.7655,5.702,1.8977,3.7655,5.703,1.8977,3.7655,5.727,1.9188,3.7655,5.735,1.9188,3.7655,5.713,1.9188,3.7655
10421,5.7015,1.8977,3.7655,5.7006,1.8977,3.7655,5.7007,1.8977,3.7655,5.7004,1.8977,3.7655,5.6996,1.8977,3.7655,5.7705,1.9188,3.7655,6.0028,1.8569,3.7655,5.7813,1.9188,3.7655,5.7167,1.9188,3.7655,5.713,1.9188,3.7655,5.6997,1.8977,3.7655,5.6996,1.8977,3.7655,5.7005,1.8977,3.7655,5.7083,1.9188,3.7655,5.7163,1.9188,3.7655,5.6943,1.9188,3.7655
