;,1,2,3,4,5,6,7,8,9,10,11,12,13.0000,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
52205,5.13,1.4942,3.2387,5.1291,1.4942,3.2387,5.1292,1.4942,3.2387,5.129,1.4942,3.2387,5.1281,1.4942,3.2387,4.8719,1.495,3.2387,5.1061,1.4922,3.2387,4.8828,1.495,3.2387,4.8182,1.495,3.2387,4.8145,1.495,3.2387,5.1283,1.4942,3.2387,5.1281,1.4942,3.2387,5.1291,1.4942,3.2387,4.8098,1.495,3.2387,4.8178,1.495,3.2387,4.7958,1.495,3.2387
52206,5.1322,1.4942,3.2387,5.1313,1.4942,3.2387,5.1314,1.4942,3.2387,5.1312,1.4942,3.2387,5.1303,1.4942,3.2387,4.8768,1.495,3.2387,5.1109,1.4922,3.2387,4.8877,1.495,3.2387,4.8231,1.495,3.2387,4.8194,1.495,3.2387,5.1305,1.4942,3.2387,5.1303,1.4942,3.2387,5.1313,1.4942,3.2387,4.8147,1.495,3.2387,4.8227,1.495,3.2387,4.8007,1.495,3.2387
52207,5.1395,1.4942,3.2387,5.1386,1.4942,3.2387,5.1387,1.4942,3.2387,5.1385,1.4942,3.2387,5.1376,1.4942,3.2387,4.8893,1.495,3.2387,5.1353,1.4922,3.2387,4.9001,1.495,3.2387,4.8355,1.495,3.2387,4.8318,1.495,3.2387,5.1378,1.4942,3.2387,5.1376,1.4942,3.2387,5.1386,1.4942,3.2387,4.8271,1.495,3.2387,4.8352,1.495,3.2387,4.8131,1.495,3.2387
52208,5.1343,1.4942,3.2387,5.1334,1.4942,3.2387,5.1335,1.4942,3.2387,5.1333,1.4942,3.2387,5.1324,1.4942,3.2387,4.8898,1.495,3.2387,5.1359,1.4922,3.2387,4.9006,1.495,3.2387,4.836,1.495,3.2387,4.8323,1.495,3.2387,5.1326,1.4942,3.2387,5.1324,1.4942,3.2387,5.1334,1.4942,3.2387,4.8276,1.495,3.2387,4.8357,1.495,3.2387,4.8136,1.495,3.2387
52209,5.1593,1.4942,3.2387,5.1583,1.4942,3.2387,5.1585,1.4942,3.2387,5.1582,1.4942,3.2387,5.1574,1.4942,3.2387,4.907,1.495,3.2387,5.1443,1.4922,3.2387,4.9178,1.495,3.2387,4.8532,1.495,3.2387,4.8495,1.495,3.2387,5.1575,1.4942,3.2387,5.1573,1.4942,3.2387,5.1583,1.4942,3.2387,4.8448,1.495,3.2387,4.8528,1.495,3.2387,4.8308,1.495,3.2387
52210,5.1531,1.4942,3.2387,5.1522,1.4942,3.2387,5.1523,1.4942,3.2387,5.152,1.4942,3.2387,5.1512,1.4942,3.2387,4.9093,1.495,3.2387,5.1467,1.4922,3.2387,4.9201,1.495,3.2387,4.8555,1.495,3.2387,4.8518,1.495,3.2387,5.1513,1.4942,3.2387,5.1512,1.4942,3.2387,5.1521,1.4942,3.2387,4.8471,1.495,3.2387,4.8552,1.495,3.2387,4.8331,1.495,3.2387
52211,5.1593,1.4942,3.2387,5.1584,1.4942,3.2387,5.1585,1.4942,3.2387,5.1583,1.4942,3.2387,5.1574,1.4942,3.2387,4.9129,1.495,3.2387,5.1502,1.4922,3.2387,4.9237,1.495,3.2387,4.8591,1.495,3.2387,4.8554,1.495,3.2387,5.1576,1.4942,3.2387,5.1574,1.4942,3.2387,5.1584,1.4942,3.2387,4.8507,1.495,3.2387,4.8587,1.495,3.2387,4.8367,1.495,3.2387
52212,5.1757,1.4942,3.2387,5.1748,1.4942,3.2387,5.1749,1.4942,3.2387,5.1747,1.4942,3.2387,5.1738,1.4942,3.2387,4.9548,1.495,3.2387,5.1971,1.4922,3.2387,4.9657,1.495,3.2387,4.9011,1.495,3.2387,4.8974,1.495,3.2387,5.174,1.4942,3.2387,5.1738,1.4942,3.2387,5.1748,1.4942,3.2387,4.8927,1.495,3.2387,4.9007,1.495,3.2387,4.8787,1.495,3.2387
52213,5.2453,1.4942,3.2387,5.2443,1.4942,3.2387,5.2445,1.4942,3.2387,5.2442,1.4942,3.2387,5.2434,1.4942,3.2387,4.9926,1.495,3.2387,5.235,1.4922,3.2387,5.0035,1.495,3.2387,4.9389,1.495,3.2387,4.9352,1.495,3.2387,5.2435,1.4942,3.2387,5.2434,1.4942,3.2387,7.4053,1.4942,3.2387,4.9305,1.495,3.2387,4.9385,1.495,3.2387,4.9165,1.495,3.2387
52214,5.2504,1.4942,3.2387,5.2495,1.4942,3.2387,5.2496,1.4942,3.2387,5.2494,1.4942,3.2387,5.2485,1.4942,3.2387,5.0198,1.495,3.2387,5.2622,1.4922,3.2387,5.0306,1.495,3.2387,4.966,1.495,3.2387,4.9623,1.495,3.2387,5.2487,1.4942,3.2387,5.2485,1.4942,3.2387,10.7468,1.4942,3.2387,4.9576,1.495,3.2387,7.2623,1.495,3.2387,4.9436,1.495,3.2387
52215,5.4246,1.4942,3.2387,5.4237,1.4942,3.2387,5.4238,1.4942,3.2387,5.4236,1.4942,3.2387,5.4227,1.4942,3.2387,5.3744,1.495,3.2387,5.6175,1.4922,3.2387,5.3853,1.495,3.2387,5.3207,1.495,3.2387,5.317,1.495,3.2387,5.4229,1.4942,3.2387,5.4227,1.4942,3.2387,16.5889,1.4942,3.2387,5.3123,1.495,3.2387,9.3394,1.495,3.2387,5.2983,1.495,3.2387
52216,5.49,1.4942,3.2387,5.4891,1.4942,3.2387,5.4892,1.4942,3.2387,5.4889,1.4942,3.2387,5.4881,1.4942,3.2387,5.4459,1.495,3.2387,5.6892,1.4922,3.2387,5.4568,1.495,3.2387,5.3921,1.495,3.2387,5.3885,1.495,3.2387,5.4882,1.4942,3.2387,10.6528,1.4942,3.2387,16.6542,1.4942,3.2387,7.9002,1.495,3.2387,9.4108,1.495,3.2387,5.3697,1.495,3.2387
52217,5.5795,1.4942,3.2387,5.5786,1.4942,3.2387,5.5787,1.4942,3.2387,5.5785,1.4942,3.2387,5.5776,1.4942,3.2387,5.5883,1.495,3.2387,5.8319,1.4922,3.2387,5.5992,1.495,3.2387,5.5346,1.495,3.2387,5.5309,1.495,3.2387,5.5778,1.4942,3.2387,10.7424,1.4942,3.2387,16.7438,1.4942,3.2387,8.0426,1.495,3.2387,9.5533,1.495,3.2387,5.5122,1.495,3.2387
52218,6.009,1.4942,3.2387,6.0081,1.4942,3.2387,6.0082,1.4942,3.2387,6.0079,1.4942,3.2387,6.0071,1.4942,3.2387,6.039,1.495,3.2387,6.2836,1.4922,3.2387,6.0498,1.495,3.2387,5.9852,1.495,3.2387,5.9815,1.495,3.2387,6.0072,1.4942,3.2387,6.0071,1.4942,3.2387,17.1732,1.4942,3.2387,5.9768,1.495,3.2387,8.2814,1.495,3.2387,5.9628,1.495,3.2387
52219,5.9668,1.4942,3.2387,5.9659,1.4942,3.2387,5.966,1.4942,3.2387,5.9657,1.4942,3.2387,5.9649,1.4942,3.2387,6.0764,1.495,3.2387,6.3137,1.4922,3.2387,6.0872,1.495,3.2387,6.0226,1.495,3.2387,6.0189,1.495,3.2387,5.965,1.4942,3.2387,5.9649,1.4942,3.2387,14.2118,1.4942,3.2387,6.0142,1.495,3.2387,6.0223,1.495,3.2387,6.0002,1.495,3.2387
52220,5.6133,1.4942,3.2387,5.6124,1.4942,3.2387,5.6125,1.4942,3.2387,5.6122,1.4942,3.2387,5.6114,1.4942,3.2387,6.0597,1.495,3.2387,6.2969,1.4922,3.2387,6.0705,1.495,3.2387,6.0059,1.495,3.2387,6.0022,1.495,3.2387,5.6115,1.4942,3.2387,5.6114,1.4942,3.2387,5.6123,1.4942,3.2387,5.9975,1.495,3.2387,6.0055,1.495,3.2387,5.9835,1.495,3.2387
52221,5.8452,1.4942,3.2387,5.8443,1.4942,3.2387,5.8444,1.4942,3.2387,5.8442,1.4942,3.2387,5.8433,1.4942,3.2387,6.0454,1.495,3.2387,6.2826,1.4922,3.2387,6.0562,1.495,3.2387,5.9916,1.495,3.2387,5.9879,1.495,3.2387,5.8435,1.4942,3.2387,5.8433,1.4942,3.2387,5.8443,1.4942,3.2387,5.9832,1.495,3.2387,5.9912,1.495,3.2387,5.9692,1.495,3.2387
52222,5.4214,1.4942,3.2387,5.4205,1.4942,3.2387,5.4207,1.4942,3.2387,5.4204,1.4942,3.2387,5.4195,1.4942,3.2387,5.5484,1.495,3.2387,5.797,1.4922,3.2387,5.5592,1.495,3.2387,5.4946,1.495,3.2387,5.4909,1.495,3.2387,5.4197,1.4942,3.2387,5.4195,1.4942,3.2387,5.4205,1.4942,3.2387,5.4862,1.495,3.2387,5.4943,1.495,3.2387,5.4722,1.495,3.2387
52223,5.1469,1.4942,3.2387,5.146,1.4942,3.2387,5.1461,1.4942,3.2387,5.1458,1.4942,3.2387,5.1450,1.4942,3.2387,5.2919,1.495,3.2387,5.5254,1.4922,3.2387,5.3028,1.495,3.2387,5.2381,1.495,3.2387,5.2345,1.495,3.2387,5.1451,1.4942,3.2387,5.145,1.4942,3.2387,5.1459,1.4942,3.2387,5.2297,1.495,3.2387,5.2378,1.495,3.2387,5.2157,1.495,3.2387
52224,5.1374,1.4942,3.2387,5.1365,1.4942,3.2387,5.1366,1.4942,3.2387,5.1364,1.4942,3.2387,5.1355,1.4942,3.2387,4.8932,1.495,3.2387,5.1273,1.4922,3.2387,4.9041,1.495,3.2387,4.8395,1.495,3.2387,4.8358,1.495,3.2387,5.1357,1.4942,3.2387,5.1355,1.4942,3.2387,5.1365,1.4942,3.2387,4.8311,1.495,3.2387,4.8391,1.495,3.2387,4.8171,1.495,3.2387
52301,5.3771,1.4942,3.2387,5.3762,1.4942,3.2387,5.3764,1.4942,3.2387,5.3761,1.4942,3.2387,5.3752,1.4942,3.2387,5.1098,1.495,3.2387,5.3436,1.4922,3.2387,5.1207,1.495,3.2387,5.0561,1.495,3.2387,5.0524,1.495,3.2387,5.3754,1.4942,3.2387,5.3752,1.4942,3.2387,5.3762,1.4942,3.2387,5.0477,1.495,3.2387,5.0557,1.495,3.2387,5.0337,1.495,3.2387
52302,5.3707,1.4942,3.2387,5.3698,1.4942,3.2387,5.3699,1.4942,3.2387,5.3696,1.4942,3.2387,5.3688,1.4942,3.2387,5.0917,1.495,3.2387,5.3255,1.4922,3.2387,5.1025,1.495,3.2387,5.0379,1.495,3.2387,5.0342,1.495,3.2387,5.3689,1.4942,3.2387,5.3688,1.4942,3.2387,5.3698,1.4942,3.2387,5.0295,1.495,3.2387,5.0376,1.495,3.2387,5.0155,1.495,3.2387
52303,5.3641,1.4942,3.2387,5.3632,1.4942,3.2387,5.3633,1.4942,3.2387,5.363,1.4942,3.2387,5.3622,1.4942,3.2387,5.0379,1.495,3.2387,5.2718,1.4922,3.2387,5.0488,1.495,3.2387,4.9842,1.495,3.2387,4.9805,1.495,3.2387,5.3623,1.4942,3.2387,5.3622,1.4942,3.2387,5.3631,1.4942,3.2387,4.9758,1.495,3.2387,4.9838,1.495,3.2387,4.9618,1.495,3.2387
52304,5.3563,1.4942,3.2387,5.3554,1.4942,3.2387,5.3555,1.4942,3.2387,5.3552,1.4942,3.2387,5.3544,1.4942,3.2387,5.0279,1.495,3.2387,5.2618,1.4922,3.2387,5.0387,1.495,3.2387,4.9741,1.495,3.2387,4.9704,1.495,3.2387,5.3545,1.4942,3.2387,5.3544,1.4942,3.2387,5.3553,1.4942,3.2387,4.9657,1.495,3.2387,4.9737,1.495,3.2387,4.9517,1.495,3.2387
52305,5.3639,1.4942,3.2387,5.363,1.4942,3.2387,5.3631,1.4942,3.2387,5.3629,1.4942,3.2387,5.3620,1.4942,3.2387,5.0369,1.495,3.2387,5.2708,1.4922,3.2387,5.0478,1.495,3.2387,4.9831,1.495,3.2387,4.9795,1.495,3.2387,5.3622,1.4942,3.2387,5.362,1.4942,3.2387,5.363,1.4942,3.2387,4.9748,1.495,3.2387,4.9828,1.495,3.2387,4.9607,1.495,3.2387
52306,5.3743,1.4942,3.2387,5.3733,1.4942,3.2387,5.3735,1.4942,3.2387,5.3732,1.4942,3.2387,5.3724,1.4942,3.2387,5.0933,1.495,3.2387,5.3271,1.4922,3.2387,5.1041,1.495,3.2387,5.0395,1.495,3.2387,5.0358,1.495,3.2387,5.3725,1.4942,3.2387,5.3724,1.4942,3.2387,5.3733,1.4942,3.2387,5.0311,1.495,3.2387,5.0392,1.495,3.2387,5.0171,1.495,3.2387
52307,5.3813,1.4942,3.2387,5.3804,1.4942,3.2387,5.3806,1.4942,3.2387,5.3803,1.4942,3.2387,5.3794,1.4942,3.2387,5.1099,1.495,3.2387,5.3437,1.4922,3.2387,5.1207,1.495,3.2387,5.0561,1.495,3.2387,5.0524,1.495,3.2387,5.3796,1.4942,3.2387,5.3794,1.4942,3.2387,5.3804,1.4942,3.2387,5.0477,1.495,3.2387,5.0558,1.495,3.2387,5.0337,1.495,3.2387
52308,5.3803,1.4942,3.2387,5.3794,1.4942,3.2387,5.3795,1.4942,3.2387,5.3792,1.4942,3.2387,5.3784,1.4942,3.2387,5.068,1.495,3.2387,5.3019,1.4922,3.2387,5.0789,1.495,3.2387,5.0143,1.495,3.2387,5.0106,1.495,3.2387,5.3785,1.4942,3.2387,5.3784,1.4942,3.2387,5.3793,1.4942,3.2387,5.0059,1.495,3.2387,5.0139,1.495,3.2387,4.9919,1.495,3.2387
52309,5.3814,1.4942,3.2387,5.3805,1.4942,3.2387,5.3806,1.4942,3.2387,5.3804,1.4942,3.2387,5.3795,1.4942,3.2387,5.1174,1.495,3.2387,5.3512,1.4922,3.2387,5.1283,1.495,3.2387,5.0637,1.495,3.2387,5.06,1.495,3.2387,5.3797,1.4942,3.2387,5.3795,1.4942,3.2387,5.3805,1.4942,3.2387,5.0553,1.495,3.2387,5.0633,1.495,3.2387,5.0413,1.495,3.2387
52310,5.3866,1.4942,3.2387,5.3857,1.4942,3.2387,5.3858,1.4942,3.2387,5.3856,1.4942,3.2387,5.3847,1.4942,3.2387,5.1405,1.495,3.2387,5.3742,1.4922,3.2387,5.1513,1.495,3.2387,5.0867,1.495,3.2387,5.083,1.495,3.2387,5.3849,1.4942,3.2387,5.3847,1.4942,3.2387,5.3857,1.4942,3.2387,5.0783,1.495,3.2387,5.0864,1.495,3.2387,5.0643,1.495,3.2387
52311,5.3936,1.4942,3.2387,5.3927,1.4942,3.2387,5.3928,1.4942,3.2387,5.3926,1.4942,3.2387,5.3917,1.4942,3.2387,5.1659,1.495,3.2387,5.3996,1.4922,3.2387,5.1768,1.495,3.2387,5.1121,1.495,3.2387,5.1085,1.495,3.2387,5.3919,1.4942,3.2387,5.3917,1.4942,3.2387,5.3927,1.4942,3.2387,5.1037,1.495,3.2387,5.1118,1.495,3.2387,5.0897,1.495,3.2387
52312,5.4598,1.4942,3.2387,5.4589,1.4942,3.2387,5.4591,1.4942,3.2387,5.4588,1.4942,3.2387,5.4579,1.4942,3.2387,5.3674,1.495,3.2387,5.6007,1.4922,3.2387,5.3783,1.495,3.2387,5.3136,1.495,3.2387,5.31,1.495,3.2387,5.4581,1.4942,3.2387,5.4579,1.4942,3.2387,5.4589,1.4942,3.2387,5.3052,1.495,3.2387,5.3133,1.495,3.2387,5.2912,1.495,3.2387
52313,5.5065,1.4942,3.2387,5.5056,1.4942,3.2387,5.5057,1.4942,3.2387,5.5055,1.4942,3.2387,5.5046,1.4942,3.2387,5.4463,1.495,3.2387,5.6795,1.4922,3.2387,5.4572,1.495,3.2387,5.3925,1.495,3.2387,5.3889,1.495,3.2387,5.5048,1.4942,3.2387,5.5046,1.4942,3.2387,5.5056,1.4942,3.2387,5.3841,1.495,3.2387,5.3922,1.495,3.2387,5.3701,1.495,3.2387
52314,5.514,1.4942,3.2387,5.5131,1.4942,3.2387,5.5132,1.4942,3.2387,5.513,1.4942,3.2387,5.5121,1.4942,3.2387,5.4442,1.495,3.2387,5.6774,1.4922,3.2387,5.455,1.495,3.2387,5.3904,1.495,3.2387,5.3867,1.495,3.2387,5.5123,1.4942,3.2387,5.5121,1.4942,3.2387,5.5131,1.4942,3.2387,5.382,1.495,3.2387,5.3901,1.495,3.2387,5.368,1.495,3.2387
52315,5.5364,1.4942,3.2387,5.5355,1.4942,3.2387,5.5356,1.4942,3.2387,5.5354,1.4942,3.2387,5.5345,1.4942,3.2387,5.4988,1.495,3.2387,5.7319,1.4922,3.2387,5.5096,1.495,3.2387,5.445,1.495,3.2387,5.4413,1.495,3.2387,5.5347,1.4942,3.2387,5.5345,1.4942,3.2387,5.5355,1.4942,3.2387,5.4366,1.495,3.2387,5.4447,1.495,3.2387,5.4226,1.495,3.2387
52316,5.5732,1.4942,3.2387,5.5723,1.4942,3.2387,5.5724,1.4942,3.2387,5.5722,1.4942,3.2387,5.5713,1.4942,3.2387,5.6024,1.495,3.2387,5.8353,1.4922,3.2387,5.6133,1.495,3.2387,5.5487,1.495,3.2387,5.545,1.495,3.2387,5.5715,1.4942,3.2387,5.5713,1.4942,3.2387,5.5723,1.4942,3.2387,5.5403,1.495,3.2387,5.5483,1.495,3.2387,5.5263,1.495,3.2387
52317,5.7185,1.4942,3.2387,5.7176,1.4942,3.2387,5.7177,1.4942,3.2387,5.7175,1.4942,3.2387,5.7166,1.4942,3.2387,5.924,1.495,3.2387,6.1564,1.4922,3.2387,5.9348,1.495,3.2387,5.8702,1.495,3.2387,5.8665,1.495,3.2387,5.7168,1.4942,3.2387,5.7166,1.4942,3.2387,5.7176,1.4942,3.2387,5.8618,1.495,3.2387,5.8699,1.495,3.2387,5.8478,1.495,3.2387
52318,5.7779,1.4942,3.2387,5.777,1.4942,3.2387,5.7771,1.4942,3.2387,5.7768,1.4942,3.2387,5.7760,1.4942,3.2387,6.02,1.495,3.2387,6.2521,1.4922,3.2387,6.0308,1.495,3.2387,5.9662,1.495,3.2387,5.9625,1.495,3.2387,5.7761,1.4942,3.2387,5.776,1.4942,3.2387,5.7769,1.4942,3.2387,5.9578,1.495,3.2387,5.9658,1.495,3.2387,5.9438,1.495,3.2387
52319,5.8063,1.4942,3.2387,5.8054,1.4942,3.2387,5.8055,1.4942,3.2387,5.8052,1.4942,3.2387,5.8044,1.4942,3.2387,6.1572,1.495,3.2387,6.389,1.4922,3.2387,6.1681,1.495,3.2387,6.1035,1.495,3.2387,6.0998,1.495,3.2387,5.8045,1.4942,3.2387,5.8044,1.4942,3.2387,5.8053,1.4942,3.2387,6.0951,1.495,3.2387,6.1031,1.495,3.2387,6.081,1.495,3.2387
52320,5.7269,1.4942,3.2387,5.726,1.4942,3.2387,5.7261,1.4942,3.2387,5.7259,1.4942,3.2387,5.7250,1.4942,3.2387,6.0064,1.495,3.2387,6.2386,1.4922,3.2387,6.0172,1.495,3.2387,5.9526,1.495,3.2387,5.9489,1.495,3.2387,5.7252,1.4942,3.2387,5.725,1.4942,3.2387,5.726,1.4942,3.2387,5.9442,1.495,3.2387,5.9523,1.495,3.2387,5.9302,1.495,3.2387
52321,5.8192,1.4942,3.2387,5.8183,1.4942,3.2387,5.8184,1.4942,3.2387,5.8181,1.4942,3.2387,5.8173,1.4942,3.2387,5.9585,1.495,3.2387,6.1908,1.4922,3.2387,5.9693,1.495,3.2387,5.9047,1.495,3.2387,5.901,1.495,3.2387,5.8174,1.4942,3.2387,5.8173,1.4942,3.2387,5.8182,1.4942,3.2387,5.8963,1.495,3.2387,5.9044,1.495,3.2387,5.8823,1.495,3.2387
52322,5.5526,1.4942,3.2387,5.5517,1.4942,3.2387,5.5518,1.4942,3.2387,5.5516,1.4942,3.2387,5.5507,1.4942,3.2387,5.538,1.495,3.2387,5.7711,1.4922,3.2387,5.5489,1.495,3.2387,5.4843,1.495,3.2387,5.4806,1.495,3.2387,5.5509,1.4942,3.2387,5.5507,1.4942,3.2387,5.5517,1.4942,3.2387,5.4759,1.495,3.2387,5.4839,1.495,3.2387,5.4619,1.495,3.2387
52323,5.3927,1.4942,3.2387,5.3918,1.4942,3.2387,5.392,1.4942,3.2387,5.3917,1.4942,3.2387,5.3908,1.4942,3.2387,5.2681,1.495,3.2387,5.5016,1.4922,3.2387,5.279,1.495,3.2387,5.2144,1.495,3.2387,5.2107,1.495,3.2387,5.391,1.4942,3.2387,5.3908,1.4942,3.2387,5.3918,1.4942,3.2387,5.206,1.495,3.2387,5.214,1.495,3.2387,5.192,1.495,3.2387
52324,5.3763,1.4942,3.2387,5.3754,1.4942,3.2387,5.3755,1.4942,3.2387,5.3753,1.4942,3.2387,5.3744,1.4942,3.2387,5.1253,1.495,3.2387,5.359,1.4922,3.2387,5.1361,1.495,3.2387,5.0715,1.495,3.2387,5.0678,1.495,3.2387,5.3746,1.4942,3.2387,5.3744,1.4942,3.2387,5.3754,1.4942,3.2387,5.0631,1.495,3.2387,5.0712,1.495,3.2387,5.0491,1.495,3.2387
52401,5.2532,1.4942,3.2387,5.2523,1.4942,3.2387,5.2524,1.4942,3.2387,5.2521,1.4942,3.2387,5.2513,1.4942,3.2387,5.0166,1.495,3.2387,5.2505,1.4922,3.2387,5.0275,1.495,3.2387,4.9628,1.495,3.2387,4.9592,1.495,3.2387,5.2514,1.4942,3.2387,5.2513,1.4942,3.2387,5.2522,1.4942,3.2387,4.9544,1.495,3.2387,4.9625,1.495,3.2387,4.9404,1.495,3.2387
52402,5.2505,1.4942,3.2387,5.2496,1.4942,3.2387,5.2498,1.4942,3.2387,5.2495,1.4942,3.2387,5.2486,1.4942,3.2387,4.9974,1.495,3.2387,5.2313,1.4922,3.2387,5.0083,1.495,3.2387,4.9437,1.495,3.2387,4.94,1.495,3.2387,5.2488,1.4942,3.2387,5.2486,1.4942,3.2387,5.2496,1.4942,3.2387,4.9353,1.495,3.2387,4.9433,1.495,3.2387,4.9213,1.495,3.2387
52403,5.2384,1.4942,3.2387,5.2375,1.4942,3.2387,5.2376,1.4942,3.2387,5.2374,1.4942,3.2387,5.2365,1.4942,3.2387,4.9763,1.495,3.2387,5.2102,1.4922,3.2387,4.9871,1.495,3.2387,4.9225,1.495,3.2387,4.9188,1.495,3.2387,5.2367,1.4942,3.2387,5.2365,1.4942,3.2387,5.2375,1.4942,3.2387,4.9141,1.495,3.2387,4.9221,1.495,3.2387,4.9001,1.495,3.2387
52404,5.2296,1.4942,3.2387,5.2287,1.4942,3.2387,5.2288,1.4942,3.2387,5.2286,1.4942,3.2387,5.2277,1.4942,3.2387,4.9655,1.495,3.2387,5.1995,1.4922,3.2387,4.9763,1.495,3.2387,4.9117,1.495,3.2387,4.9081,1.495,3.2387,5.2279,1.4942,3.2387,5.2277,1.4942,3.2387,5.2287,1.4942,3.2387,4.9033,1.495,3.2387,4.9114,1.495,3.2387,4.8893,1.495,3.2387
52405,5.2268,1.4942,3.2387,5.2258,1.4942,3.2387,5.226,1.4942,3.2387,5.2257,1.4942,3.2387,5.2249,1.4942,3.2387,4.9636,1.495,3.2387,5.1976,1.4922,3.2387,4.9745,1.495,3.2387,4.9099,1.495,3.2387,4.9062,1.495,3.2387,5.225,1.4942,3.2387,5.2249,1.4942,3.2387,5.2258,1.4942,3.2387,4.9015,1.495,3.2387,4.9095,1.495,3.2387,4.8875,1.495,3.2387
52406,5.2404,1.4942,3.2387,5.2394,1.4942,3.2387,5.2396,1.4942,3.2387,5.2393,1.4942,3.2387,5.2385,1.4942,3.2387,4.9842,1.495,3.2387,5.2182,1.4922,3.2387,4.9951,1.495,3.2387,4.9305,1.495,3.2387,4.9268,1.495,3.2387,5.2386,1.4942,3.2387,5.2385,1.4942,3.2387,5.2394,1.4942,3.2387,4.9221,1.495,3.2387,4.9301,1.495,3.2387,4.9081,1.495,3.2387
52407,5.2533,1.4942,3.2387,5.2524,1.4942,3.2387,5.2525,1.4942,3.2387,5.2523,1.4942,3.2387,5.2514,1.4942,3.2387,5.0027,1.495,3.2387,5.2366,1.4922,3.2387,5.0135,1.495,3.2387,4.9489,1.495,3.2387,4.9452,1.495,3.2387,5.2516,1.4942,3.2387,5.2514,1.4942,3.2387,5.2524,1.4942,3.2387,4.9405,1.495,3.2387,4.9485,1.495,3.2387,4.9265,1.495,3.2387
52408,5.2586,1.4942,3.2387,5.2576,1.4942,3.2387,5.2578,1.4942,3.2387,5.2575,1.4942,3.2387,5.2567,1.4942,3.2387,5.0091,1.495,3.2387,5.243,1.4922,3.2387,5.02,1.495,3.2387,4.9553,1.495,3.2387,4.9517,1.495,3.2387,5.2568,1.4942,3.2387,5.2566,1.4942,3.2387,5.2576,1.4942,3.2387,4.9469,1.495,3.2387,4.955,1.495,3.2387,4.9329,1.495,3.2387
52409,5.2637,1.4942,3.2387,5.2628,1.4942,3.2387,5.2629,1.4942,3.2387,5.2627,1.4942,3.2387,5.2618,1.4942,3.2387,5.0172,1.495,3.2387,5.2511,1.4922,3.2387,5.0281,1.495,3.2387,4.9635,1.495,3.2387,4.9598,1.495,3.2387,5.262,1.4942,3.2387,5.2618,1.4942,3.2387,5.2628,1.4942,3.2387,4.9551,1.495,3.2387,4.9631,1.495,3.2387,4.9411,1.495,3.2387
52410,5.2615,1.4942,3.2387,5.2606,1.4942,3.2387,5.2607,1.4942,3.2387,5.2605,1.4942,3.2387,5.2596,1.4942,3.2387,5.0463,1.495,3.2387,5.2802,1.4922,3.2387,5.0572,1.495,3.2387,4.9926,1.495,3.2387,4.9889,1.495,3.2387,5.2598,1.4942,3.2387,5.2596,1.4942,3.2387,5.2606,1.4942,3.2387,4.9842,1.495,3.2387,4.9922,1.495,3.2387,4.9702,1.495,3.2387
52411,5.3565,1.4942,3.2387,5.3556,1.4942,3.2387,5.3557,1.4942,3.2387,5.3555,1.4942,3.2387,5.3546,1.4942,3.2387,5.2873,1.495,3.2387,5.5207,1.4922,3.2387,5.2981,1.495,3.2387,5.2335,1.495,3.2387,5.2298,1.495,3.2387,5.3548,1.4942,3.2387,5.3546,1.4942,3.2387,5.3556,1.4942,3.2387,5.2251,1.495,3.2387,5.2331,1.495,3.2387,5.2111,1.495,3.2387
52412,5.422,1.4942,3.2387,5.4211,1.4942,3.2387,5.4212,1.4942,3.2387,5.421,1.4942,3.2387,5.4201,1.4942,3.2387,5.4453,1.495,3.2387,5.6785,1.4922,3.2387,5.4561,1.495,3.2387,5.3915,1.495,3.2387,5.3878,1.495,3.2387,5.4203,1.4942,3.2387,5.4201,1.4942,3.2387,5.4211,1.4942,3.2387,5.3831,1.495,3.2387,5.3912,1.495,3.2387,5.3691,1.495,3.2387
